normal_tails,heavy_tails
0.32625,-0.95935
-0.18378,-0.13279
0.66012,1.67115
2.23153,-0.62235
0.27213,-0.0882
-1.11054,-0.28359
1.26904,-1.03887
-1.52459,-0.0929
-0.0629,-0.53327
0.12931,0.22274
-1.29089,-0.66521
1.22923,0.69357
-1.33542,0.58109
2.36108,0.18382
-1.03242,0.25422
0.32801,-0.02172
-0.58983,0.86259
-1.48166,0.61244
-0.84085,0.85638
0.51691,0.4199
-1.24289,-0.41579
0.78691,0.21145
0.77255,0.20725
-0.78577,-0.83634
-1.50104,-0.1038
0.20404,-1.10879
-0.51825,0.33185
1.94627,-1.47951
0.25323,0.63633
-0.44506,-1.20029
-0.88561,-1.72823
-0.28827,-0.46803
0.06119,0.06988
-0.8932,1.21952
0.15282,0.09094
0.70807,-0.72323
-1.00665,-2.72572
-1.17878,0.54457
0.05114,0.17562
0.76826,0.1541
1.45579,-0.22852
0.47289,0.07173
1.01939,-0.58239
-1.61621,2.3576
-1.49529,0.23682
0.2614,0.12892
-0.48979,0.70349
1.34674,0.37683
0.33322,0.33504
1.8547,0.70751
-1.43942,0.19609
0.79059,-0.76933
0.57572,0.84558
1.12929,-0.04468
1.16774,0.31524
-0.54816,0.03177
1.02043,-0.01528
0.70528,-0.54336
-1.14,0.11986
0.34714,0.11037
-0.35307,-0.36202
-0.06134,0.14668
-0.56925,0.16739
1.62654,-0.36788
-1.07173,-1.45275
-0.35928,0.50258
-1.47896,-1.065
0.80945,0.7693
-0.27771,-0.54817
-0.32327,-0.46823
0.08218,-0.74454
-1.08215,0.72819
0.68787,0.19044
-0.7258,-0.3031
-0.64367,-0.94124
0.00135,0.91981
-0.25529,-0.10399
-0.99056,0.45372
0.78508,-0.73109
1.07045,0.02276
-0.41621,-1.4162
-0.55437,-1.2954
-0.5335,1.39199
0.68725,-0.56079
0.05161,-0.05695
0.28453,-0.62828
0.5988,-1.20271
1.50953,-0.05122
-1.76707,0.42512
1.36525,-0.549
0.50028,-0.80645
-2.17015,0.91078
-0.87646,-0.60286
-0.12505,-0.50858
0.25545,1.40934
0.45609,-1.49954
-1.11724,-0.73813
-0.28904,0.10834
-0.5409,-0.65733
-0.3378,0.85139
0.04309,0.42207
-0.26874,-0.70215
-0.26608,0.51769
2.95209,0.33173
0.56012,0.11932
1.00736,-0.1299
-0.65436,0.14242
-1.05847,3.02069
0.68251,1.24358
0.4952,-0.22967
0.05909,0.30861
-0.21543,-0.18289
-1.76626,-4.16785
-1.41047,-1.39114
1.81859,-0.24406
-0.13867,0.41921
-0.05883,0.69617
-1.40381,-0.01021
0.44498,-0.06949
0.8035,0.17392
0.98655,0.44941
1.6782,-0.19761
-0.58841,0.37357
0.14472,0.49678
-0.21044,0.63386
0.08841,0.76674
-0.35712,-0.86625
0.9428,-0.40429
0.97177,-0.0841
-1.12952,0.24854
0.78601,0.26175
-0.44091,1.26751
0.04547,0.44843
0.73184,-2.40039
0.00188,0.90418
1.16411,-2.02443
-0.42667,-0.21642
1.32071,-0.65395
1.5422,1.28918
-0.72684,0.75001
1.26377,0.07295
-0.42545,0.27247
1.89592,0.961
-1.78729,0.07632
-2.4801,0.24682
0.81492,0.12463
-1.40152,0.86723
-1.25539,-0.54576
0.72398,-0.84547
1.98998,0.07196
-0.02019,-0.46685
0.12917,-0.08412
-1.75117,0.72339
1.21147,0.42655
-0.85701,-0.97592
-0.54875,0.03472
0.74413,-0.21335
2.2812,-2.9266
-0.34071,0.75651
1.40604,-1.11068
0.52649,0.68786
1.66313,0.35647
-1.30766,-0.54936
-0.54957,0.49422
0.57294,0.36062
0.98287,-0.09449
1.61262,-0.60148
-1.09385,0.48838
0.76083,0.29776
-1.54043,0.53272
0.03349,1.03364
1.04049,-0.48236
0.64527,0.57993
1.67107,-0.17736
-2.11457,0.18896
0.00934,0.25919
-0.76534,-0.08401
-1.17881,0.67966
1.28052,0.38723
-0.98963,-0.07263
-0.18905,-0.03561
0.68191,-0.09464
-2.04868,0.44099
1.55372,-0.42435
0.81563,-0.29692
1.15159,0.09536
1.83337,0.35837
-0.01198,0.91649
-0.67708,-0.37255
-0.9318,-0.09583
0.27113,0.3204
-0.30929,0.04438
-1.3215,-0.25901
0.47934,0.4882
-0.40112,0.36164
0.2591,0.80111
0.33781,0.12357
-0.81508,0.32645
-0.30285,0.27465
0.382,-0.00627
0.27795,0.21229
-0.10389,0.02102
-1.19429,2.23908
-0.38677,0.77175
-1.496,-0.5198
1.60023,4.26132
2.14027,0.6609
0.80401,0.1503
0.98183,0.38035
0.22855,-1.37079
-1.39547,0.0249
-0.5962,-0.80706
0.53947,0.07605
0.87731,0.48694
-1.23766,-1.0822
-0.46063,0.05239
-0.0972,1.02709
1.94318,-1.02609
0.42688,3.79579
-0.14571,-0.01115
0.15264,-0.79959
0.48036,-1.03712
3.28769,0.05973
-1.42779,0.48714
-2.11559,-2.85715
0.49085,1.98453
-0.00565,0.36109
-0.14231,0.12255
0.40133,1.51503
0.53688,-0.74372
0.54087,-0.5323
-0.73832,-0.0597
0.06249,-0.3064
-0.82803,-0.29476
-0.23195,0.03153
0.84336,-0.21527
-1.72576,-1.22682
-0.53142,0.45373
0.65052,0.39741
-1.56639,-0.08328
-1.18698,-0.60574
-0.4982,0.96302
-0.71714,-0.98557
0.8587,-0.78366
0.40939,-0.09959
1.41576,0.20049
-0.28399,0.81842
-0.64438,-0.19408
1.0697,0.09055
-0.33488,-0.58316
0.32151,0.15131
-0.29289,0.8058
1.90598,0.20874
-0.75458,0.10949
-0.90648,0.77855
1.02338,-1.52068
-0.31446,0.30989
0.29364,-0.2063
-0.24677,-0.88896
-0.43514,-1.64987
0.78629,0.38182
0.9054,2.66664
-0.5081,0.43834
-0.64455,0.79708
0.84108,-0.24694
-1.06318,-0.42948
-1.74861,0.011
-0.81058,0.2211
0.57885,0.82915
-0.14606,0.287
1.67987,-0.26375
0.77766,-0.88905
-0.45565,0.09168
-1.27514,2.40166
1.93301,0.35208
-1.28235,1.95516
-0.78599,2.79922
0.40493,0.07146
0.11876,0.33552
-0.14709,-0.67532
-0.63051,-0.13856
0.6081,0.56515
-0.63157,-0.08794
1.08575,-0.53809
-1.18636,0.37526
1.08219,0.33688
0.29478,1.16038
-0.38749,-0.065
-1.54367,0.32343
0.21661,-0.16009
-0.65721,-0.29209
0.149,-0.01571
0.11512,-0.11374
0.15403,0.05374
1.49608,-0.34439
-0.2635,1.18395
1.28459,0.1186
-0.88453,0.12017
-1.10357,0.34442
0.09221,0.63365
0.37474,-0.42362
1.61613,0.00272
-2.71441,-3.3142
0.41771,0.15703
-0.35296,-1.28091
-1.24374,0.68226
0.23871,0.7344
-0.52786,0.72397
0.21486,0.2039
0.00324,-0.30223
-0.6413,1.16208
-1.66377,-0.93089
0.28812,-0.95543
0.75599,-0.2536
-1.91848,-0.07329
-1.00843,-0.13527
-0.105,-0.88527
-0.76136,-1.39677
0.16519,-0.08392
-0.00877,-2.39053
-1.00136,-1.39932
-1.44586,-1.51935
1.37088,-0.45597
0.77888,-1.03305
0.64104,-0.66196
-1.4423,0.4253
0.114,0.78196
-0.88273,0.27499
0.62592,0.97761
-0.42114,-1.80442
0.26193,-0.90128
0.56748,0.05445
-0.61228,0.34691
2.56056,0.63855
0.67764,1.57198
-1.47831,-2.41864
-0.45137,2.06149
-1.09454,-0.87971
0.52994,0.41875
-1.94513,-0.00717
0.66977,9.34219
-1.83863,0.70061
0.02599,0.07972
0.04323,-0.12425
-0.42878,0.65984
-0.079,-0.03984
0.27618,0.29967
0.7986,0.17139
-0.27056,-1.2391
-0.67114,0.12747
0.68864,-0.10932
0.7082,0.37534
-0.34934,-0.65983
1.2396,-0.10065
-1.68257,0.46868
-0.29839,-0.44359
0.92575,0.33887
0.65904,-0.74217
0.09175,-0.47636
-0.03003,-0.03573
0.03846,-1.23072
-1.08704,-0.7839
-0.2352,-0.78796
0.27626,0.6844
0.35005,-1.05222
1.28895,1.16156
0.1791,-0.80189
-0.76091,0.29721
-0.13895,0.07215
-1.15918,0.20809
0.68867,-2.04826
0.50772,-1.62682
-0.92202,0.06698
-0.12669,-0.13018
-1.94634,0.68698
0.74667,0.77085
2.05348,0.08236
-1.63815,0.52841
0.30737,-0.25872
-0.11616,-0.44466
0.26573,0.51277
0.06996,-0.14698
0.91252,0.06729
0.26539,0.67509
-0.01662,-0.86455
1.93695,-0.96541
0.45703,-0.14747
2.2117,2.08741
-1.35389,-0.15329
-0.56664,0.14814
-1.1348,-1.42339
0.83663,0.24627
0.84265,-3.19058
0.40668,0.31127
-0.25688,-0.61254
0.82145,0.19481
0.55147,0.16839
0.63346,-0.00639
1.66111,-0.20488
0.24819,0.54246
-0.84122,-0.51523
-1.71022,-0.73652
0.01055,0.4371
0.03528,1.46303
-0.4908,0.14394
-0.78596,0.27758
-0.23713,-0.31575
-1.51212,-0.5182
-1.33961,-1.75012
1.79356,0.53915
-0.85215,0.38468
-0.06624,-0.20653
-0.72887,-0.58742
-1.56024,-0.83115
-0.61424,1.97521
0.02285,0.4956
1.71687,-0.42587
-0.8656,-0.23184
-2.04561,-0.4328
-0.21781,0.44156
1.14691,-0.70318
-0.60134,0.64043
-1.7642,-2.76929
-1.10733,-0.91012
0.59698,0.25166
0.02313,-0.48922
-0.14375,0.33753
0.86001,-0.53277
0.68231,-1.2954
1.33605,-0.50136
0.72002,0.38266
0.65063,0.30201
-1.33442,1.65756
-0.19866,0.35674
-0.32205,-3.07049
2.44706,-0.5764
-1.38591,-0.11629
0.4948,0.16858
-0.0428,-0.12835
-0.96835,-0.03211
0.03812,1.22424
2.14395,0.43901
1.53875,-0.73959
1.34068,3.31171
0.53759,-0.41701
-0.69276,0.37388
-1.86983,0.17787
-0.22401,-0.08024
-0.80237,-0.25374
-0.32709,-0.03857
-0.68653,0.19683
-1.13495,-0.81613
-0.44443,0.31762
-1.14316,-0.11328
0.77307,-1.0859
-2.11882,0.45813
0.01214,1.34769
-1.1674,-1.11458
-0.06588,-1.20203
0.21999,-0.33296
-2.09588,0.36821
-0.65518,0.4981
-1.05434,-0.19784
1.03,0.58461
-0.90512,1.05068
0.7174,-0.30674
-1.02404,0.26234
-0.49799,0.36853
-1.89108,0.2079
-0.3011,-0.59217
1.00366,-0.06428
-1.48336,-0.47366
1.47757,0.31878
-1.143,0.34838
-1.04647,-0.58879
-1.50262,-1.11569
-0.39054,1.5239
-0.39254,0.21036
-1.18209,-1.10141
1.59981,-0.18338
-1.73127,-2.00425
-0.39074,-1.01341
1.23202,-0.03457
-1.20454,0.45708
-0.07859,-0.7025
0.22322,0.26635
1.38705,-0.60566
1.88612,-0.18679
-0.19269,0.40528
-0.16538,-0.47517
-2.34419,0.44932
0.55624,0.78186
-0.5168,1.3273
0.62447,1.05283
-0.05444,-0.21774
-0.80044,-0.28604
1.28561,0.46234
-0.52144,-0.67309
-0.54076,-0.53849
-0.23881,-0.3857
0.90462,-0.13259
0.73233,-0.52471
-0.12542,-0.48306
-1.00791,-0.25317
-0.01274,-1.06791
0.11297,1.53879
-1.11723,-0.60151
0.06803,-0.18997
0.63922,0.10102
-1.21611,-0.41619
-0.46961,-0.34712
1.81642,-0.54312
-0.06582,0.55856
-0.4605,-0.10098
-0.92327,-0.42523
-0.53243,-1.98531
-2.0854,-0.02619
0.42182,-0.16466
1.21289,0.33952
0.70769,0.61627
-2.06407,0.03583
0.75628,1.17124
-0.4976,0.16446
1.08844,-0.78262
1.11471,-0.38865
-1.18228,0.48692
0.15722,0.77563
-0.68586,0.34872
-0.17976,-0.8597
1.65891,-0.40623
-0.00182,-7.36021
-0.51799,0.17594
-1.38999,-0.48564
-1.92202,-0.00163
0.82207,-1.05048
0.50264,-0.76189
-1.44522,-2.02318
0.30434,0.02435
-2.54645,-0.37764
0.01317,0.00548
-0.76239,0.8102
0.43852,0.28384
-0.38571,0.30337
0.448,-0.74688
1.97336,-0.43685
0.63233,-0.70919
1.7621,-0.21279
-1.5675,-0.56638
-0.03694,1.96902
0.23509,0.68537
2.28456,-0.34769
-0.23928,-1.31958
0.86164,0.06304
0.29829,0.25918
-0.48668,1.33426
-1.33894,0.70552
-0.41113,1.6583
-1.01548,0.33373
2.97068,0.18804
-0.93047,-0.06541
-3.14843,-0.80732
1.28861,1.11166
-0.804,-0.18162
0.76977,0.04336
0.77454,-0.07296
-0.52007,-1.05934
-1.08513,-1.38748
0.86421,-1.91755
0.64781,-0.27158
-2.09987,0.26333
0.70919,-0.31381
0.04954,2.49768
-1.78849,-0.06049
-0.00706,1.32819
1.34276,-0.14865
-1.44411,1.28063
0.16842,0.21458
0.66978,-0.30535
-0.19978,0.32658
-0.05255,-0.13804
0.2464,-1.82129
0.71583,0.08354
-0.71911,0.92735
-1.13606,-0.91605
0.34485,1.13119
0.73129,-0.01875
-0.26985,0.33692
0.0718,0.06643
0.09889,-0.30269
-0.21838,0.17316
1.18193,0.48491
1.7176,1.1178
-0.86839,2.72298
-0.91603,0.93364
-0.4331,0.64748
0.23465,-0.59183
0.46854,0.30297
-1.14426,0.6713
-0.72148,-0.36533
0.15245,1.7185
1.05134,1.41555
0.51867,0.14267
1.53737,0.30714
1.02502,-1.66945
0.14826,-1.53028
-1.26333,0.44355
-1.24548,2.24819
-0.62138,-0.81903
0.47655,0.2834
0.44343,-0.15804
-2.12502,-0.9645
-0.57907,-0.65572
-0.55153,1.31237
-1.68353,1.71805
0.73564,0.17697
0.41267,-0.78067
-0.62904,-1.42728
0.69163,-0.12466
0.46444,-0.67885
0.07699,-0.6963
-1.35444,-0.16806
-2.35425,0.83914
-0.88196,-0.45464
0.52894,0.99919
-0.44006,1.71052
0.76037,0.59413
-0.34708,-0.29164
-0.67392,0.60146
-1.66009,1.14525
0.57274,1.29966
0.73221,0.08724
-0.13583,0.11756
0.56287,0.15881
0.86052,-0.06094
1.11334,-0.68006
1.25587,-0.06964
-0.05405,-0.11616
-0.17268,2.48074
1.39551,0.67615
1.42952,0.16576
-1.37731,0.27139
-0.30865,0.0033
1.00691,-0.45092
-0.67545,0.48242
0.69849,-0.04067
-0.61822,0.1248
-0.59137,0.75164
-1.05457,-0.60418
-0.26558,-0.53261
-1.46255,0.13547
-3.20472,-0.06031
0.98124,-0.09613
-1.03056,1.05977
-0.37769,4.72047
0.67276,-0.45204
-0.04528,0.39182
-1.05477,0.08503
-0.2687,-1.19591
-1.35906,2.31126
0.49395,1.22152
0.42002,0.13377
-1.4561,0.40755
-0.82367,-0.34344
-0.19587,-0.40459
0.94301,0.11669
-0.29426,0.19543
-1.14528,-0.37554
-0.17963,0.42946
1.04897,0.37376
-0.15859,2.09147
-0.4697,-0.35424
-0.22686,-0.10419
0.03764,-2.22335
0.68188,0.5658
0.28359,-0.41589
-0.32392,-0.33069
0.37993,0.96362
-0.19824,1.65867
-1.1285,-0.03437
-1.294,-0.47701
0.72168,0.14433
-1.0936,0.65733
0.95486,1.89165
0.75696,0.9157
1.83229,-0.4596
0.03764,-0.23181
-1.3491,0.93258
0.75778,0.66303
0.65894,2.12353
1.67265,2.28236
-1.2695,0.18547
1.00314,0.01046
0.16625,-0.29891
-0.42839,1.0173
-0.87396,-0.67101
-1.20602,-0.32898
0.10461,0.38004
-0.59401,0.18607
-1.87339,0.6606
0.01964,0.23866
-0.04294,0.21132
0.65269,0.8162
-0.83385,1.11542
-0.00583,0.06066
-0.14824,0.03168
-0.47337,-0.4509
-0.33319,0.91505
-0.39832,-0.77601
0.92482,0.21104
-1.27241,-0.57363
0.32471,-1.64137
-0.59005,0.20268
0.14309,0.31996
0.6355,0.28388
1.23257,1.06909
1.90439,-0.59572
-1.3473,0.38732
-0.86789,0.3514
0.58,-0.69211
-1.19594,-0.5249
-0.34325,0.84324
0.22606,0.94891
-0.5574,0.03499
-0.32807,-1.25625
1.26516,-0.94373
-1.13085,-0.89743
-0.15617,-0.139
1.21262,-0.51064
-0.52045,-0.85037
1.2153,1.25104
0.66571,0.05929
0.15173,-2.65408
-0.39887,0.06726
-0.62273,-1.54019
1.22946,0.66872
0.71184,-0.28645
-0.59637,0.19013
-0.30814,0.54836
-0.10764,0.78976
1.60679,0.61201
-0.54408,0.60055
0.42627,-1.17974
1.84873,-1.94579
0.21383,0.71689
-0.31908,-0.39079
-0.01459,-0.08615
1.76929,0.17603
-1.83272,-0.4347
-0.54466,-0.21419
-2.00668,-1.14552
0.44435,0.02991
-1.73189,-0.48159
-2.006,0.26436
-0.41279,-0.7167
1.45588,-0.07181
-1.25765,-0.50243
0.46482,0.51993
2.37659,-0.52071
-0.63429,1.01495
-1.12646,-0.39352
-0.18832,0.07598
1.20842,0.98038
0.07715,0.56984
-1.0301,0.62715
1.36463,-0.87626
-0.08698,0.05317
0.22927,0.0839
1.40372,-3.34371
1.29207,-0.08534
-0.43927,-0.47162
0.3633,-0.78206
0.17043,-0.45572
-0.50558,0.03951
0.60735,-0.09163
-0.13577,0.31334
-1.02503,-0.38306
-1.12398,-0.74279
1.02973,0.51848
-0.49797,0.70661
-1.06699,-0.46422
0.78146,-0.27875
1.07087,-0.31048
0.97396,-0.24516
0.6112,0.85457
1.69209,-2.59121
-0.55284,-0.33969
0.59205,1.18665
-0.19043,-0.42796
1.15897,0.20765
-0.08622,0.28232
-0.27087,-0.61459
1.58271,0.77077
0.33664,0.09148
1.33882,1.05615
1.30579,-0.04991
0.9391,-0.08042
-0.15646,-3.26142
1.87344,-0.51778
-0.33972,0.1048
0.65534,-0.08543
1.16257,1.04156
-1.34849,1.20565
1.26978,-0.58622
-1.32926,1.38226
-0.10033,0.64889
0.40686,1.36011
-0.34294,-0.70765
0.99834,1.26316
0.99227,-0.91164
-0.58858,0.19556
-0.74069,-0.2659
0.55168,-2.19863
0.11641,0.36251
1.40946,-0.1547
-1.78546,-1.84496
-1.27951,-0.92514
-2.38319,0.18187
-0.99164,0.15117
0.89129,0.14741
0.78322,-0.19371
-2.05567,0.17749
-0.31775,-0.28569
0.33547,-0.25528
-0.69757,-0.35185
-1.35221,0.18759
0.21567,2.35326
0.41385,-0.03237
0.22187,-3.25484
0.26631,-0.7808
-0.34539,1.26453
-0.36628,-0.07874
1.2818,0.12657
0.83836,0.99266
1.37383,-0.05221
-0.52277,0.52131
0.96028,0.19029
0.05448,-0.78323
-1.36077,1.1
0.17088,-0.22192
1.49518,-1.90298
-0.10975,2.07112
-0.83395,0.95127
0.85115,0.74325
-1.38795,0.37051
1.20265,-0.07931
-1.06894,-0.43277
-0.13292,-0.43511
1.45036,0.7233
1.25085,0.50474
-0.18027,-0.08389
-1.18018,-0.41398
0.87782,0.58727
-1.9782,0.57384
0.28385,1.26526
0.71639,0.12665
0.01201,-0.07553
-0.85038,0.93336
1.14782,-0.27649
-0.07358,-0.65986
1.33521,0.02294
-1.9244,1.79061
-0.9907,0.13621
-0.28557,0.94834
0.71596,0.55534
0.29699,0.64364
-0.28046,-1.65477
-1.64267,-0.2484
0.62484,-0.29956
-1.57139,-0.26567
-1.77352,-1.74144
0.5807,-0.33125
1.25701,0.35274
1.09708,0.67496
0.20974,-0.6358
-0.07459,0.0948
-0.6359,0.65464
0.53989,0.61021
-0.61688,-0.6205
1.39632,0.2634
1.65669,-0.49747
-1.42403,-0.58691
-0.03178,2.23654
-1.42243,0.01726
-1.11774,-0.10383
-1.19548,-0.22253
1.25613,-0.46742
0.07771,0.31512
1.61185,0.02839
1.22022,0.19002
0.12965,0.20324
-1.18172,-0.1348
0.89512,-0.527
-0.3537,0.43162
0.96645,0.71863
0.61129,-0.33648
-1.19193,1.79053
-1.05454,-0.31882
0.03582,1.05213
0.67497,-0.92005
-1.75133,0.14782
-0.38391,0.42161
-2.40189,0.14233
-0.51833,0.62084
-0.01307,0.04168
0.64077,0.10501
0.86147,0.33435
1.31672,0.28744
-0.08148,0.04711
1.38804,0.74266
-1.19529,1.7227
1.40852,0.89618
2.04235,-0.95019
0.31377,0.00621
-0.84152,0.98268
1.94529,1.17676
0.54679,0.18331
-1.2721,0.23925
-0.31963,-1.40587
-0.83854,-0.11939
1.27955,2.37375
0.72541,0.64284
-2.64405,1.18349
0.42915,-0.94052
0.32674,-0.94638
-0.17571,0.23645
0.86208,0.31571
0.25862,-0.40167
1.15815,0.68725
0.44851,0.76224
-0.88761,0.94669
1.04327,0.37162
1.51945,0.25334
-1.50628,1.12139
-1.44916,-0.1173
-0.13022,-0.00717
0.09486,0.02514
-0.24931,0.32747
0.10027,0.08464
-0.11916,-2.76169
1.28264,0.3169
1.12573,-0.40728
-0.74222,0.60277
1.42147,-0.12445
-2.01688,-0.52442
0.83081,-0.81099
0.23678,1.07607
0.40076,-0.21047
0.36509,0.38357
0.66906,-0.67934
0.64968,1.25135
0.98497,0.02615
0.57472,0.01913
0.5037,1.48453
-1.67273,-0.18727
0.52397,0.42646
0.5864,-0.92103
-1.70501,-0.2147
1.93914,-0.24231
-0.50273,-0.78506
-0.55251,-0.80636
-0.82599,-0.14177
-1.09622,0.40147
1.32645,0.23238
0.67996,0.75225
-0.47791,-0.18387
-0.69939,-1.28442
2.54479,-1.54808
1.23883,-0.31165
-1.83062,-0.53232
1.57885,0.27081
-0.06651,-1.11398
0.09072,-0.07639
1.2338,1.21027
-0.66612,-0.69659
-0.40507,0.45228
0.45801,-0.58155
2.96872,-0.16959
0.47083,-0.28553
-0.16464,0.27246
0.49876,-0.57762
1.4007,-0.16965
0.44232,-0.28448
2.38783,0.66577
3.1477,0.27396
-0.26263,-0.29402
0.94952,1.75338
1.79554,0.07142
-0.13549,0.24198
2.07342,-0.32355
-1.12633,0.38077
0.51184,4.64688
-0.05542,-0.03621
1.88934,0.78817
-1.28869,2.133
-0.15789,0.9757
0.19456,-1.43865
-2.23103,-0.10608
0.17881,-0.19386
-0.35281,0.90532
-0.97235,-0.18443
-2.02668,-0.74838
-0.04341,0.41332
0.12133,-0.56185
0.16854,0.22683
1.61942,-0.2929
-0.24906,2.85415
-0.94781,-0.3466
-1.0591,0.53078
-0.80067,-1.19301
1.3392,-0.00171
0.01564,-0.66458
0.21619,0.31381
-0.49208,0.20153
-0.38547,1.37129
-0.43638,-0.70037
0.44503,-1.51609
1.4401,-0.25068
0.02732,-1.00101
0.16281,-0.39543
0.11109,-1.56397
-0.59786,-0.59393
-0.48493,-0.84792
1.00038,-1.13162
0.00101,-0.53174
0.95023,-0.05562
0.12468,-0.27767
0.55272,0.60029
1.34877,-0.59627
-0.29819,-0.73012
1.34323,-0.73598
-0.85239,0.14921
-0.83009,1.01535
-1.2128,0.4022
-0.71434,0.47941
0.56876,-0.86106
-0.19174,-0.24441
0.30982,-0.275
-0.78806,0.84494
0.81545,-0.26084
0.35331,-0.05876
-0.65478,1.32332
1.827,0.43147
-0.67324,-0.18892
-0.26766,0.61125
-0.56607,1.41257
0.08441,-0.09533
-0.10956,-1.55601
0.66315,0.33874
-1.55785,-0.46359
-0.7349,2.24015
-1.41266,0.715
-0.92132,0.4896
0.63873,-0.89164
-0.18514,0.52679
0.78839,-1.73872
0.92435,-1.59186
0.38699,0.58059
-0.79437,0.19228
1.12967,-0.58535
-0.09753,0.52697
0.01493,0.11543
-0.13661,-0.03346
0.01677,0.33481
-1.11114,-0.56863
-0.98204,-0.38297
1.18971,0.79049
-0.43281,0.96635
0.66896,-0.08281
-0.38693,0.17732
-0.07052,-0.75891
0.08357,0.90269
-0.09732,-0.69492
-0.1342,-0.32397
-0.38566,0.39492
-1.25369,0.15629
0.29317,-0.28553
0.34773,-0.06889
-1.22979,-0.35381
-0.05492,0.2922
-0.71257,-0.63139
0.47645,-0.57622
-1.86006,0.28466
-0.99148,-0.59483
0.1409,-0.13184
0.16656,0.57387
1.53692,0.45889
1.89169,0.35322
0.18943,-0.66431
0.65365,0.33863
0.95461,-0.72655
-3.20044,0.46004
-0.92681,-0.3994
0.67969,-1.18036
-0.96575,0.48449
1.4909,0.2499
1.88968,2.55084
0.1991,0.43585
0.69136,1.57375
-1.29034,0.1268
1.9779,-0.56594
0.9584,0.49961
-1.55572,0.10552
-1.77591,1.88686
1.28627,0.1778
-2.51803,0.17209
-0.21972,0.9282
1.4215,1.11373
1.42052,-0.97629
-0.71297,0.3017
0.10962,0.35018
-0.65388,0.15215
-1.00242,-1.31896
0.2369,-0.88859
-3.02466,0.82151
0.86707,1.34687
1.06771,-1.37494
-0.49121,-1.53854
-0.95096,0.37627
0.81876,0.08636
0.90783,-0.36524
1.62845,-0.69479
-0.42705,0.87724
-0.48058,0.50115
0.45423,0.4413
0.66782,-0.99153
0.91398,-0.1367
-0.41549,-0.75051
1.09731,0.30745
-0.21558,-0.12926
1.07598,2.11421
0.35381,-1.29311
0.97937,-0.52621
1.29504,-2.72214
0.24964,-0.00211
0.46671,-0.28022
0.87024,0.40181
-0.05268,0.576
0.11621,-0.09506
0.06716,-0.48049
0.20382,0.06935
-0.07058,-1.17132
1.03731,-0.29178
0.81772,-0.23493
-1.12789,0.34857
-0.45804,-0.78117
-0.15748,-0.3643
1.32425,-0.10311
0.07246,0.52458
0.81709,0.09699
-0.47323,-1.96126
1.43655,0.86702
0.23947,-0.12752
-0.15187,1.28512
-0.31356,0.04795
0.35987,0.37069
-1.31573,-0.20705
-1.08425,-0.93364
-1.36692,0.15123
-0.33802,-0.53816
-0.68361,1.38119
1.49434,-1.61874
-1.16776,0.07036
-0.05579,0.96916
-0.17636,-0.48348
-0.40435,1.83893
-1.48427,-0.17319
-0.49608,0.17387
0.98883,0.32904
-0.71619,0.09716
-1.42945,-0.18286
0.1865,1.74149
0.17699,-0.35777
-0.61399,3e-05
-0.26249,0.15182
0.81846,-0.05058
-0.47745,4.82767
2.70095,-0.77825
0.26479,0.42145
-0.28088,0.46298
0.82173,0.88478
-0.59011,0.56392
-2.53701,3.52683
-0.64472,0.72759
-0.00484,-0.63293
0.47794,0.32838
0.12656,-2.7904
-1.02195,0.18433
0.26014,-0.52352
0.04825,0.60053
0.58406,0.30807
-0.70152,-0.93067
0.94778,-9.11444
-1.40144,-0.21521
0.60861,-0.02344
-0.65161,-0.35582
-2.38341,-0.31895
1.19672,-0.40032
0.38524,0.50522
1.09831,0.21401
0.27279,-1.15662
0.07604,0.42876
-0.29228,0.06921
0.25376,-0.31182
1.00069,0.39156
0.65523,-0.30729
1.96325,0.42013
-0.2864,0.16742
-0.17634,0.0585
-0.70973,-0.32767
0.04475,0.99524
-0.20726,-1.80948
0.50536,0.17995
-1.02482,-0.62819
-0.36021,0.13617
0.5375,0.38833
0.35359,-1.38929
1.77997,-3.21356
-0.81585,0.01053
-0.41016,0.06121
0.3079,0.50512
-0.62656,0.90855
-1.10931,0.843
1.58615,1.21315
0.0914,-0.12447
-1.60923,0.36167
-0.45055,0.38098
0.05933,2.36223
1.40053,0.35398
-1.68457,-0.06342
0.24099,0.04601
-0.53329,0.15376
-0.24904,0.17323
1.15844,0.06486
0.97704,0.00036
0.96907,0.4545
0.94712,0.25495
-1.11536,-0.00102
0.33101,0.09841
-0.71356,1.74778
-1.1463,-0.75672
0.53193,-0.08243
1.61515,-0.0825
0.7362,1.06243
0.79125,-0.35508
1.52237,-0.20181
-0.15163,0.53753
1.02673,-0.11298
-0.79691,0.25366
-0.29503,0.15554
-1.41258,0.80956
1.01979,0.01302
-0.44456,0.11064
0.13086,0.83921
-0.03912,-2.44761
0.02211,0.262
-1.31717,0.92628
0.86055,-0.9939
-1.338,0.37906
-0.93857,0.80985
-0.33894,-1.37255
0.54511,0.00781
0.9502,1.05612
0.34403,-0.79567
-0.3463,2.28946
-0.6336,-0.40679
0.06584,0.19818
1.32588,-0.46172
0.00171,-0.14768
-0.05663,-0.19821
2.08893,-0.57732
2.30248,1.38129
1.99336,0.91361
-0.32484,0.48365
-0.8066,-0.25309
0.37009,-0.08351
0.00693,-0.61036
0.27462,-0.15149
1.72649,-1.37174
