shop,city,amount,ts
7,Mumbai,525.46,2024-03-01 23:51:00
3,Delhi,670.22,2024-03-01 23:52:00
38,Delhi,402.09,2024-03-01 23:53:00
4,Mumbai,437.86,2024-03-01 23:54:00
43,Mumbai,448.55,2024-03-01 23:55:00
21,Delhi,434.19,2024-03-01 23:56:00
3,Pune,483.54,2024-03-01 23:57:00
21,Delhi,635.91,2024-03-01 23:58:00
9,Mumbai,599.74,2024-03-01 23:59:00
11,Pune,413.53,2024-03-02 00:00:00
39,Pune,309.05,2024-03-02 00:01:00
39,Delhi,613.93,2024-03-02 00:02:00
18,Pune,412.26,2024-03-02 00:03:00
18,Delhi,535.22,2024-03-02 00:04:00
47,Pune,314.17,2024-03-02 00:05:00
25,Mumbai,725.46,2024-03-02 00:06:00
25,Delhi,655.21,2024-03-02 00:07:00
32,Delhi,691.41,2024-03-02 00:08:00
17,Mumbai,331.57,2024-03-02 00:09:00
37,Mumbai,413.47,2024-03-02 00:10:00
31,Mumbai,452.81,2024-03-02 00:11:00
12,Mumbai,451.97,2024-03-02 00:12:00
35,Pune,635.33,2024-03-02 00:13:00
0,Pune,572.7,2024-03-02 00:14:00
40,Pune,373.57,2024-03-02 00:15:00
7,Delhi,528.29,2024-03-02 00:16:00
41,Mumbai,582.26,2024-03-02 00:17:00
31,Delhi,731.88,2024-03-02 00:18:00
32,Pune,740.25,2024-03-02 00:19:00
30,Pune,712.69,2024-03-02 00:20:00
8,Mumbai,490.03,2024-03-02 00:21:00
30,Delhi,610.34,2024-03-02 00:22:00
18,Delhi,550.94,2024-03-02 00:23:00
17,Delhi,604.42,2024-03-02 00:24:00
16,Delhi,447.7,2024-03-02 00:25:00
42,Pune,539.54,2024-03-02 00:26:00
21,Delhi,340.49,2024-03-02 00:27:00
12,Mumbai,642.35,2024-03-02 00:28:00
45,Delhi,460.3,2024-03-02 00:29:00
11,Pune,560.91,2024-03-02 00:30:00
48,Pune,456.48,2024-03-02 00:31:00
14,Pune,544.85,2024-03-02 00:32:00
3,Delhi,662.53,2024-03-02 00:33:00
46,Mumbai,508.04,2024-03-02 00:34:00
31,Delhi,429.57,2024-03-02 00:35:00
21,Pune,429.03,2024-03-02 00:36:00
36,Delhi,495.83,2024-03-02 00:37:00
16,Mumbai,630.15,2024-03-02 00:38:00
47,Mumbai,397.17,2024-03-02 00:39:00
14,Delhi,424.15,2024-03-02 00:40:00
47,Delhi,652.0,2024-03-02 00:41:00
10,Mumbai,424.74,2024-03-02 00:42:00
24,Mumbai,688.25,2024-03-02 00:43:00
10,Pune,725.21,2024-03-02 00:44:00
43,Pune,370.88,2024-03-02 00:45:00
38,Delhi,673.28,2024-03-02 00:46:00
12,Pune,470.47,2024-03-02 00:47:00
48,Mumbai,584.14,2024-03-02 00:48:00
47,Delhi,702.9,2024-03-02 00:49:00
44,Mumbai,591.07,2024-03-02 00:50:00
10,Mumbai,353.72,2024-03-02 00:51:00
32,Pune,477.06,2024-03-02 00:52:00
4,Pune,316.18,2024-03-02 00:53:00
35,Delhi,334.49,2024-03-02 00:54:00
28,Pune,541.52,2024-03-02 00:55:00
19,Pune,366.87,2024-03-02 00:56:00
34,Delhi,436.79,2024-03-02 00:57:00
14,Delhi,368.52,2024-03-02 00:58:00
12,Pune,433.31,2024-03-02 00:59:00
27,Mumbai,386.52,2024-03-02 01:00:00
19,Delhi,461.11,2024-03-02 01:01:00
26,Delhi,435.41,2024-03-02 01:02:00
44,Delhi,207.68,2024-03-02 01:03:00
7,Mumbai,383.06,2024-03-02 01:04:00
4,Delhi,389.42,2024-03-02 01:05:00
21,Pune,499.66,2024-03-02 01:06:00
14,Pune,300.36,2024-03-02 01:07:00
14,Delhi,441.68,2024-03-02 01:08:00
5,Mumbai,453.36,2024-03-02 01:09:00
23,Mumbai,395.83,2024-03-02 01:10:00
34,Mumbai,375.71,2024-03-02 01:11:00
3,Delhi,513.81,2024-03-02 01:12:00
5,Delhi,296.62,2024-03-02 01:13:00
9,Pune,329.17,2024-03-02 01:14:00
13,Delhi,588.51,2024-03-02 01:15:00
5,Delhi,332.14,2024-03-02 01:16:00
39,Delhi,515.54,2024-03-02 01:17:00
40,Mumbai,638.31,2024-03-02 01:18:00
0,Delhi,644.83,2024-03-02 01:19:00
42,Pune,522.87,2024-03-02 01:20:00
27,Delhi,719.41,2024-03-02 01:21:00
4,Mumbai,390.26,2024-03-02 01:22:00
26,Delhi,664.03,2024-03-02 01:23:00
40,Pune,419.66,2024-03-02 01:24:00
43,Pune,183.49,2024-03-02 01:25:00
40,Mumbai,640.39,2024-03-02 01:26:00
3,Pune,509.79,2024-03-02 01:27:00
40,Pune,492.83,2024-03-02 01:28:00
36,Mumbai,721.33,2024-03-02 01:29:00
49,Delhi,746.23,2024-03-02 01:30:00
41,Pune,422.98,2024-03-02 01:31:00
1,Pune,700.85,2024-03-02 01:32:00
26,Pune,369.17,2024-03-02 01:33:00
25,Mumbai,363.97,2024-03-02 01:34:00
18,Mumbai,693.55,2024-03-02 01:35:00
47,Mumbai,431.62,2024-03-02 01:36:00
31,Mumbai,408.27,2024-03-02 01:37:00
32,Mumbai,362.67,2024-03-02 01:38:00
6,Pune,537.82,2024-03-02 01:39:00
18,Mumbai,484.82,2024-03-02 01:40:00
47,Mumbai,605.52,2024-03-02 01:41:00
16,Delhi,375.82,2024-03-02 01:42:00
27,Pune,576.79,2024-03-02 01:43:00
21,Mumbai,530.56,2024-03-02 01:44:00
4,Pune,651.65,2024-03-02 01:45:00
1,Mumbai,531.49,2024-03-02 01:46:00
47,Pune,612.35,2024-03-02 01:47:00
4,Pune,389.5,2024-03-02 01:48:00
3,Pune,620.34,2024-03-02 01:49:00
40,Pune,502.68,2024-03-02 01:50:00
0,Mumbai,675.94,2024-03-02 01:51:00
36,Mumbai,517.5,2024-03-02 01:52:00
29,Pune,427.41,2024-03-02 01:53:00
41,Pune,323.42,2024-03-02 01:54:00
10,Mumbai,600.3,2024-03-02 01:55:00
12,Mumbai,588.13,2024-03-02 01:56:00
27,Delhi,596.06,2024-03-02 01:57:00
23,Mumbai,485.87,2024-03-02 01:58:00
23,Mumbai,514.45,2024-03-02 01:59:00
36,Mumbai,615.65,2024-03-02 02:00:00
3,Pune,593.09,2024-03-02 02:01:00
16,Pune,674.71,2024-03-02 02:02:00
46,Mumbai,608.9,2024-03-02 02:03:00
39,Pune,474.31,2024-03-02 02:04:00
28,Mumbai,451.48,2024-03-02 02:05:00
5,Delhi,580.59,2024-03-02 02:06:00
12,Delhi,553.7,2024-03-02 02:07:00
47,Delhi,598.36,2024-03-02 02:08:00
35,Pune,430.45,2024-03-02 02:09:00
19,Pune,449.67,2024-03-02 02:10:00
30,Pune,549.33,2024-03-02 02:11:00
27,Pune,492.84,2024-03-02 02:12:00
46,Mumbai,456.9,2024-03-02 02:13:00
29,Delhi,576.29,2024-03-02 02:14:00
30,Pune,693.9,2024-03-02 02:15:00
1,Delhi,429.35,2024-03-02 02:16:00
20,Delhi,287.62,2024-03-02 02:17:00
46,Pune,389.3,2024-03-02 02:18:00
27,Delhi,470.39,2024-03-02 02:19:00
27,Delhi,612.3,2024-03-02 02:20:00
48,Pune,714.02,2024-03-02 02:21:00
9,Delhi,497.44,2024-03-02 02:22:00
45,Pune,518.11,2024-03-02 02:23:00
41,Pune,449.74,2024-03-02 02:24:00
48,Mumbai,497.66,2024-03-02 02:25:00
15,Pune,454.47,2024-03-02 02:26:00
5,Delhi,595.74,2024-03-02 02:27:00
31,Mumbai,748.55,2024-03-02 02:28:00
29,Pune,699.47,2024-03-02 02:29:00
32,Delhi,481.37,2024-03-02 02:30:00
5,Pune,471.14,2024-03-02 02:31:00
1,Mumbai,546.45,2024-03-02 02:32:00
20,Pune,607.41,2024-03-02 02:33:00
32,Mumbai,530.2,2024-03-02 02:34:00
17,Delhi,622.02,2024-03-02 02:35:00
13,Mumbai,378.82,2024-03-02 02:36:00
2,Delhi,526.82,2024-03-02 02:37:00
26,Pune,555.35,2024-03-02 02:38:00
12,Pune,545.1,2024-03-02 02:39:00
17,Delhi,356.45,2024-03-02 02:40:00
17,Mumbai,448.3,2024-03-02 02:41:00
5,Delhi,594.15,2024-03-02 02:42:00
21,Delhi,752.42,2024-03-02 02:43:00
9,Delhi,463.29,2024-03-02 02:44:00
25,Mumbai,248.21,2024-03-02 02:45:00
13,Delhi,327.86,2024-03-02 02:46:00
33,Mumbai,441.33,2024-03-02 02:47:00
16,Mumbai,561.03,2024-03-02 02:48:00
39,Delhi,519.1,2024-03-02 02:49:00
14,Mumbai,351.55,2024-03-02 02:50:00
49,Mumbai,231.56,2024-03-02 02:51:00
4,Pune,567.28,2024-03-02 02:52:00
8,Pune,562.32,2024-03-02 02:53:00
29,Delhi,670.36,2024-03-02 02:54:00
45,Mumbai,446.71,2024-03-02 02:55:00
26,Pune,592.21,2024-03-02 02:56:00
9,Delhi,502.53,2024-03-02 02:57:00
49,Delhi,545.04,2024-03-02 02:58:00
44,Mumbai,638.07,2024-03-02 02:59:00
43,Pune,653.36,2024-03-02 03:00:00
24,Mumbai,617.13,2024-03-02 03:01:00
28,Mumbai,427.95,2024-03-02 03:02:00
19,Mumbai,378.2,2024-03-02 03:03:00
3,Mumbai,369.0,2024-03-02 03:04:00
6,Pune,586.82,2024-03-02 03:05:00
1,Delhi,488.78,2024-03-02 03:06:00
17,Mumbai,418.38,2024-03-02 03:07:00
30,Pune,446.08,2024-03-02 03:08:00
18,Mumbai,699.78,2024-03-02 03:09:00
3,Delhi,442.88,2024-03-02 03:10:00
32,Pune,423.53,2024-03-02 03:11:00
19,Delhi,430.06,2024-03-02 03:12:00
22,Mumbai,833.34,2024-03-02 03:13:00
11,Pune,582.02,2024-03-02 03:14:00
47,Delhi,379.0,2024-03-02 03:15:00
32,Mumbai,665.92,2024-03-02 03:16:00
34,Delhi,561.35,2024-03-02 03:17:00
2,Pune,581.66,2024-03-02 03:18:00
43,Delhi,685.7,2024-03-02 03:19:00
45,Delhi,517.77,2024-03-02 03:20:00
12,Pune,579.1,2024-03-02 03:21:00
21,Mumbai,169.79,2024-03-02 03:22:00
17,Mumbai,490.66,2024-03-02 03:23:00
44,Mumbai,467.52,2024-03-02 03:24:00
18,Pune,267.07,2024-03-02 03:25:00
42,Mumbai,577.84,2024-03-02 03:26:00
47,Pune,644.05,2024-03-02 03:27:00
5,Mumbai,399.79,2024-03-02 03:28:00
25,Pune,826.61,2024-03-02 03:29:00
13,Mumbai,494.84,2024-03-02 03:30:00
7,Delhi,606.28,2024-03-02 03:31:00
29,Delhi,627.09,2024-03-02 03:32:00
5,Mumbai,481.81,2024-03-02 03:33:00
47,Delhi,421.67,2024-03-02 03:34:00
18,Pune,487.68,2024-03-02 03:35:00
28,Delhi,443.41,2024-03-02 03:36:00
18,Delhi,823.71,2024-03-02 03:37:00
2,Delhi,639.4,2024-03-02 03:38:00
21,Delhi,504.75,2024-03-02 03:39:00
32,Delhi,582.56,2024-03-02 03:40:00
47,Pune,557.65,2024-03-02 03:41:00
0,Delhi,483.49,2024-03-02 03:42:00
44,Mumbai,426.73,2024-03-02 03:43:00
29,Mumbai,355.97,2024-03-02 03:44:00
22,Mumbai,551.82,2024-03-02 03:45:00
49,Pune,460.64,2024-03-02 03:46:00
12,Mumbai,585.45,2024-03-02 03:47:00
13,Mumbai,306.3,2024-03-02 03:48:00
9,Delhi,705.46,2024-03-02 03:49:00
10,Mumbai,435.87,2024-03-02 03:50:00
49,Pune,606.13,2024-03-02 03:51:00
48,Mumbai,394.11,2024-03-02 03:52:00
27,Mumbai,596.03,2024-03-02 03:53:00
46,Pune,493.51,2024-03-02 03:54:00
34,Mumbai,637.98,2024-03-02 03:55:00
43,Mumbai,554.35,2024-03-02 03:56:00
7,Delhi,501.57,2024-03-02 03:57:00
19,Mumbai,279.64,2024-03-02 03:58:00
32,Mumbai,652.61,2024-03-02 03:59:00
35,Mumbai,585.34,2024-03-02 04:00:00
27,Mumbai,428.44,2024-03-02 04:01:00
34,Pune,701.73,2024-03-02 04:02:00
13,Pune,591.59,2024-03-02 04:03:00
1,Delhi,430.67,2024-03-02 04:04:00
10,Mumbai,501.88,2024-03-02 04:05:00
44,Pune,524.17,2024-03-02 04:06:00
49,Mumbai,551.87,2024-03-02 04:07:00
16,Mumbai,283.44,2024-03-02 04:08:00
34,Delhi,794.86,2024-03-02 04:09:00
31,Delhi,600.43,2024-03-02 04:10:00
16,Pune,580.07,2024-03-02 04:11:00
2,Pune,604.1,2024-03-02 04:12:00
39,Mumbai,248.35,2024-03-02 04:13:00
14,Delhi,761.12,2024-03-02 04:14:00
43,Pune,358.38,2024-03-02 04:15:00
4,Delhi,336.91,2024-03-02 04:16:00
18,Mumbai,525.79,2024-03-02 04:17:00
3,Pune,541.89,2024-03-02 04:18:00
45,Mumbai,367.16,2024-03-02 04:19:00
21,Pune,619.7,2024-03-02 04:20:00
37,Mumbai,653.73,2024-03-02 04:21:00
44,Mumbai,561.48,2024-03-02 04:22:00
33,Mumbai,505.78,2024-03-02 04:23:00
10,Delhi,454.91,2024-03-02 04:24:00
6,Delhi,460.35,2024-03-02 04:25:00
43,Delhi,560.4,2024-03-02 04:26:00
10,Pune,461.38,2024-03-02 04:27:00
3,Mumbai,524.97,2024-03-02 04:28:00
49,Pune,453.59,2024-03-02 04:29:00
32,Delhi,516.92,2024-03-02 04:30:00
13,Mumbai,657.45,2024-03-02 04:31:00
24,Pune,289.68,2024-03-02 04:32:00
11,Pune,515.59,2024-03-02 04:33:00
48,Pune,338.19,2024-03-02 04:34:00
17,Delhi,359.47,2024-03-02 04:35:00
46,Mumbai,436.95,2024-03-02 04:36:00
4,Delhi,660.7,2024-03-02 04:37:00
44,Pune,547.62,2024-03-02 04:38:00
34,Mumbai,440.11,2024-03-02 04:39:00
5,Delhi,396.41,2024-03-02 04:40:00
37,Mumbai,513.57,2024-03-02 04:41:00
28,Pune,510.87,2024-03-02 04:42:00
26,Delhi,376.28,2024-03-02 04:43:00
35,Pune,626.57,2024-03-02 04:44:00
41,Pune,731.99,2024-03-02 04:45:00
12,Pune,558.74,2024-03-02 04:46:00
27,Mumbai,615.11,2024-03-02 04:47:00
22,Delhi,368.09,2024-03-02 04:48:00
38,Mumbai,338.74,2024-03-02 04:49:00
1,Pune,545.34,2024-03-02 04:50:00
0,Delhi,875.36,2024-03-02 04:51:00
8,Mumbai,338.79,2024-03-02 04:52:00
0,Mumbai,309.83,2024-03-02 04:53:00
32,Pune,581.03,2024-03-02 04:54:00
34,Mumbai,597.6,2024-03-02 04:55:00
28,Mumbai,675.28,2024-03-02 04:56:00
20,Delhi,413.08,2024-03-02 04:57:00
7,Delhi,543.9,2024-03-02 04:58:00
8,Pune,422.56,2024-03-02 04:59:00
2,Delhi,528.52,2024-03-02 05:00:00
42,Mumbai,568.47,2024-03-02 05:01:00
26,Delhi,675.87,2024-03-02 05:02:00
28,Pune,479.81,2024-03-02 05:03:00
8,Pune,746.52,2024-03-02 05:04:00
44,Delhi,580.63,2024-03-02 05:05:00
24,Delhi,401.18,2024-03-02 05:06:00
30,Delhi,481.7,2024-03-02 05:07:00
14,Delhi,611.19,2024-03-02 05:08:00
44,Pune,459.53,2024-03-02 05:09:00
39,Delhi,325.71,2024-03-02 05:10:00
20,Delhi,187.11,2024-03-02 05:11:00
42,Pune,647.18,2024-03-02 05:12:00
33,Delhi,447.9,2024-03-02 05:13:00
33,Delhi,725.72,2024-03-02 05:14:00
40,Delhi,527.47,2024-03-02 05:15:00
21,Delhi,432.46,2024-03-02 05:16:00
12,Pune,526.36,2024-03-02 05:17:00
33,Delhi,540.07,2024-03-02 05:18:00
39,Pune,428.33,2024-03-02 05:19:00
14,Pune,343.62,2024-03-02 05:20:00
24,Delhi,592.15,2024-03-02 05:21:00
27,Pune,412.89,2024-03-02 05:22:00
28,Delhi,465.49,2024-03-02 05:23:00
41,Pune,722.3,2024-03-02 05:24:00
18,Mumbai,562.39,2024-03-02 05:25:00
42,Delhi,418.42,2024-03-02 05:26:00
22,Pune,630.93,2024-03-02 05:27:00
23,Pune,546.18,2024-03-02 05:28:00
48,Delhi,566.56,2024-03-02 05:29:00
1,Pune,501.58,2024-03-02 05:30:00
17,Delhi,514.61,2024-03-02 05:31:00
49,Pune,697.93,2024-03-02 05:32:00
36,Pune,276.75,2024-03-02 05:33:00
12,Pune,409.58,2024-03-02 05:34:00
9,Delhi,401.89,2024-03-02 05:35:00
36,Pune,509.79,2024-03-02 05:36:00
46,Pune,435.48,2024-03-02 05:37:00
43,Delhi,416.47,2024-03-02 05:38:00
38,Pune,619.18,2024-03-02 05:39:00
39,Mumbai,383.05,2024-03-02 05:40:00
17,Delhi,775.95,2024-03-02 05:41:00
13,Mumbai,473.06,2024-03-02 05:42:00
7,Delhi,526.86,2024-03-02 05:43:00
49,Pune,544.7,2024-03-02 05:44:00
18,Delhi,600.61,2024-03-02 05:45:00
23,Mumbai,374.53,2024-03-02 05:46:00
8,Pune,712.24,2024-03-02 05:47:00
34,Delhi,732.54,2024-03-02 05:48:00
29,Delhi,448.04,2024-03-02 05:49:00
32,Pune,451.11,2024-03-02 05:50:00
48,Delhi,614.14,2024-03-02 05:51:00
47,Delhi,473.07,2024-03-02 05:52:00
22,Delhi,383.6,2024-03-02 05:53:00
16,Mumbai,349.41,2024-03-02 05:54:00
20,Pune,570.25,2024-03-02 05:55:00
0,Delhi,453.52,2024-03-02 05:56:00
13,Delhi,480.0,2024-03-02 05:57:00
31,Mumbai,643.21,2024-03-02 05:58:00
44,Mumbai,311.18,2024-03-02 05:59:00
22,Pune,438.84,2024-03-02 06:00:00
6,Delhi,672.39,2024-03-02 06:01:00
15,Mumbai,403.14,2024-03-02 06:02:00
44,Delhi,722.91,2024-03-02 06:03:00
0,Delhi,419.27,2024-03-02 06:04:00
24,Pune,587.97,2024-03-02 06:05:00
2,Pune,558.13,2024-03-02 06:06:00
39,Mumbai,577.89,2024-03-02 06:07:00
2,Mumbai,298.07,2024-03-02 06:08:00
33,Mumbai,532.09,2024-03-02 06:09:00
10,Pune,493.32,2024-03-02 06:10:00
13,Pune,484.91,2024-03-02 06:11:00
47,Pune,647.06,2024-03-02 06:12:00
36,Mumbai,419.3,2024-03-02 06:13:00
7,Delhi,582.37,2024-03-02 06:14:00
30,Pune,436.3,2024-03-02 06:15:00
49,Mumbai,576.48,2024-03-02 06:16:00
27,Mumbai,434.14,2024-03-02 06:17:00
4,Mumbai,253.69,2024-03-02 06:18:00
0,Pune,617.19,2024-03-02 06:19:00
16,Pune,515.02,2024-03-02 06:20:00
7,Delhi,575.72,2024-03-02 06:21:00
47,Pune,564.09,2024-03-02 06:22:00
49,Pune,336.35,2024-03-02 06:23:00
46,Mumbai,392.59,2024-03-02 06:24:00
8,Pune,492.3,2024-03-02 06:25:00
1,Mumbai,533.96,2024-03-02 06:26:00
30,Mumbai,562.9,2024-03-02 06:27:00
48,Mumbai,480.71,2024-03-02 06:28:00
8,Delhi,531.64,2024-03-02 06:29:00
1,Mumbai,485.12,2024-03-02 06:30:00
43,Pune,609.76,2024-03-02 06:31:00
32,Delhi,492.87,2024-03-02 06:32:00
45,Pune,630.66,2024-03-02 06:33:00
13,Pune,704.22,2024-03-02 06:34:00
1,Delhi,261.44,2024-03-02 06:35:00
42,Mumbai,498.86,2024-03-02 06:36:00
47,Pune,371.64,2024-03-02 06:37:00
16,Mumbai,451.27,2024-03-02 06:38:00
4,Pune,517.47,2024-03-02 06:39:00
38,Pune,801.16,2024-03-02 06:40:00
35,Mumbai,313.93,2024-03-02 06:41:00
33,Delhi,419.17,2024-03-02 06:42:00
8,Delhi,866.92,2024-03-02 06:43:00
47,Delhi,534.89,2024-03-02 06:44:00
11,Pune,512.68,2024-03-02 06:45:00
42,Pune,577.5,2024-03-02 06:46:00
25,Mumbai,401.28,2024-03-02 06:47:00
47,Pune,430.78,2024-03-02 06:48:00
36,Pune,487.77,2024-03-02 06:49:00
42,Mumbai,625.45,2024-03-02 06:50:00
47,Delhi,578.27,2024-03-02 06:51:00
27,Delhi,414.74,2024-03-02 06:52:00
34,Delhi,584.48,2024-03-02 06:53:00
28,Pune,417.21,2024-03-02 06:54:00
7,Pune,434.62,2024-03-02 06:55:00
33,Mumbai,433.31,2024-03-02 06:56:00
42,Mumbai,360.13,2024-03-02 06:57:00
18,Pune,608.95,2024-03-02 06:58:00
25,Mumbai,716.87,2024-03-02 06:59:00
29,Mumbai,307.77,2024-03-02 07:00:00
48,Mumbai,426.8,2024-03-02 07:01:00
13,Delhi,457.61,2024-03-02 07:02:00
38,Pune,540.17,2024-03-02 07:03:00
49,Mumbai,585.43,2024-03-02 07:04:00
29,Delhi,521.06,2024-03-02 07:05:00
38,Pune,537.02,2024-03-02 07:06:00
22,Mumbai,529.36,2024-03-02 07:07:00
23,Pune,454.29,2024-03-02 07:08:00
8,Mumbai,520.88,2024-03-02 07:09:00
15,Mumbai,454.41,2024-03-02 07:10:00
24,Delhi,562.78,2024-03-02 07:11:00
4,Delhi,318.54,2024-03-02 07:12:00
49,Pune,468.08,2024-03-02 07:13:00
0,Delhi,457.62,2024-03-02 07:14:00
49,Mumbai,595.83,2024-03-02 07:15:00
15,Pune,511.44,2024-03-02 07:16:00
5,Pune,493.64,2024-03-02 07:17:00
25,Mumbai,538.49,2024-03-02 07:18:00
39,Delhi,260.12,2024-03-02 07:19:00
39,Mumbai,513.57,2024-03-02 07:20:00
18,Delhi,428.98,2024-03-02 07:21:00
23,Delhi,680.58,2024-03-02 07:22:00
38,Mumbai,610.33,2024-03-02 07:23:00
31,Mumbai,469.67,2024-03-02 07:24:00
8,Pune,549.38,2024-03-02 07:25:00
12,Pune,330.2,2024-03-02 07:26:00
17,Pune,540.91,2024-03-02 07:27:00
49,Pune,398.21,2024-03-02 07:28:00
0,Pune,536.01,2024-03-02 07:29:00
28,Mumbai,809.42,2024-03-02 07:30:00
25,Pune,622.25,2024-03-02 07:31:00
17,Delhi,503.95,2024-03-02 07:32:00
45,Mumbai,435.25,2024-03-02 07:33:00
13,Pune,380.15,2024-03-02 07:34:00
40,Mumbai,621.79,2024-03-02 07:35:00
46,Pune,543.35,2024-03-02 07:36:00
24,Mumbai,317.65,2024-03-02 07:37:00
10,Mumbai,574.48,2024-03-02 07:38:00
21,Mumbai,558.18,2024-03-02 07:39:00
12,Pune,406.59,2024-03-02 07:40:00
11,Mumbai,470.96,2024-03-02 07:41:00
39,Delhi,313.92,2024-03-02 07:42:00
15,Pune,407.98,2024-03-02 07:43:00
42,Delhi,553.65,2024-03-02 07:44:00
8,Pune,626.16,2024-03-02 07:45:00
37,Delhi,526.83,2024-03-02 07:46:00
25,Pune,285.4,2024-03-02 07:47:00
1,Mumbai,611.76,2024-03-02 07:48:00
44,Mumbai,637.88,2024-03-02 07:49:00
3,Mumbai,511.86,2024-03-02 07:50:00
5,Mumbai,373.79,2024-03-02 07:51:00
17,Pune,378.68,2024-03-02 07:52:00
25,Mumbai,487.47,2024-03-02 07:53:00
28,Mumbai,481.24,2024-03-02 07:54:00
7,Mumbai,600.14,2024-03-02 07:55:00
8,Delhi,173.96,2024-03-02 07:56:00
25,Delhi,727.72,2024-03-02 07:57:00
22,Pune,645.99,2024-03-02 07:58:00
24,Mumbai,565.65,2024-03-02 07:59:00
36,Pune,779.71,2024-03-02 08:00:00
5,Delhi,444.54,2024-03-02 08:01:00
17,Mumbai,478.84,2024-03-02 08:02:00
13,Pune,515.02,2024-03-02 08:03:00
35,Mumbai,555.44,2024-03-02 08:04:00
1,Mumbai,490.15,2024-03-02 08:05:00
22,Pune,524.75,2024-03-02 08:06:00
18,Pune,613.6,2024-03-02 08:07:00
0,Pune,625.71,2024-03-02 08:08:00
11,Pune,498.98,2024-03-02 08:09:00
33,Mumbai,241.53,2024-03-02 08:10:00
36,Pune,359.72,2024-03-02 08:11:00
24,Pune,525.45,2024-03-02 08:12:00
30,Delhi,646.22,2024-03-02 08:13:00
26,Mumbai,495.3,2024-03-02 08:14:00
46,Delhi,729.86,2024-03-02 08:15:00
35,Pune,548.81,2024-03-02 08:16:00
48,Mumbai,437.26,2024-03-02 08:17:00
20,Pune,508.94,2024-03-02 08:18:00
27,Pune,376.59,2024-03-02 08:19:00
6,Mumbai,475.35,2024-03-02 08:20:00
36,Delhi,541.57,2024-03-02 08:21:00
0,Pune,585.97,2024-03-02 08:22:00
47,Mumbai,462.22,2024-03-02 08:23:00
21,Mumbai,713.13,2024-03-02 08:24:00
36,Pune,486.86,2024-03-02 08:25:00
0,Delhi,360.69,2024-03-02 08:26:00
23,Delhi,341.28,2024-03-02 08:27:00
3,Delhi,598.84,2024-03-02 08:28:00
44,Mumbai,427.7,2024-03-02 08:29:00
42,Pune,458.54,2024-03-02 08:30:00
24,Delhi,445.63,2024-03-02 08:31:00
44,Mumbai,412.04,2024-03-02 08:32:00
44,Pune,405.81,2024-03-02 08:33:00
12,Delhi,713.65,2024-03-02 08:34:00
27,Mumbai,345.99,2024-03-02 08:35:00
43,Delhi,648.73,2024-03-02 08:36:00
16,Pune,432.95,2024-03-02 08:37:00
9,Pune,607.15,2024-03-02 08:38:00
5,Delhi,563.16,2024-03-02 08:39:00
0,Mumbai,270.41,2024-03-02 08:40:00
32,Mumbai,498.9,2024-03-02 08:41:00
32,Pune,416.25,2024-03-02 08:42:00
9,Pune,489.12,2024-03-02 08:43:00
34,Pune,465.78,2024-03-02 08:44:00
25,Pune,463.4,2024-03-02 08:45:00
1,Delhi,645.89,2024-03-02 08:46:00
41,Delhi,609.04,2024-03-02 08:47:00
0,Pune,333.9,2024-03-02 08:48:00
35,Mumbai,574.76,2024-03-02 08:49:00
29,Mumbai,402.95,2024-03-02 08:50:00
12,Delhi,513.12,2024-03-02 08:51:00
1,Delhi,481.14,2024-03-02 08:52:00
47,Pune,617.31,2024-03-02 08:53:00
43,Delhi,581.55,2024-03-02 08:54:00
25,Pune,539.54,2024-03-02 08:55:00
6,Delhi,532.19,2024-03-02 08:56:00
32,Mumbai,381.12,2024-03-02 08:57:00
9,Pune,340.98,2024-03-02 08:58:00
26,Mumbai,477.11,2024-03-02 08:59:00
10,Mumbai,334.33,2024-03-02 09:00:00
1,Mumbai,463.86,2024-03-02 09:01:00
28,Delhi,431.14,2024-03-02 09:02:00
12,Delhi,721.3,2024-03-02 09:03:00
28,Pune,395.95,2024-03-02 09:04:00
49,Delhi,438.96,2024-03-02 09:05:00
28,Pune,193.0,2024-03-02 09:06:00
37,Mumbai,246.42,2024-03-02 09:07:00
10,Delhi,415.63,2024-03-02 09:08:00
26,Mumbai,471.68,2024-03-02 09:09:00
1,Delhi,429.89,2024-03-02 09:10:00
6,Mumbai,493.15,2024-03-02 09:11:00
2,Mumbai,364.71,2024-03-02 09:12:00
45,Delhi,433.5,2024-03-02 09:13:00
26,Delhi,690.09,2024-03-02 09:14:00
36,Delhi,636.59,2024-03-02 09:15:00
14,Pune,549.55,2024-03-02 09:16:00
44,Delhi,368.98,2024-03-02 09:17:00
6,Mumbai,731.08,2024-03-02 09:18:00
8,Delhi,474.7,2024-03-02 09:19:00
20,Delhi,417.59,2024-03-02 09:20:00
16,Delhi,443.87,2024-03-02 09:21:00
36,Pune,458.96,2024-03-02 09:22:00
44,Pune,230.52,2024-03-02 09:23:00
44,Pune,776.03,2024-03-02 09:24:00
6,Pune,568.72,2024-03-02 09:25:00
32,Pune,537.96,2024-03-02 09:26:00
1,Delhi,472.9,2024-03-02 09:27:00
12,Pune,441.48,2024-03-02 09:28:00
2,Mumbai,495.03,2024-03-02 09:29:00
24,Mumbai,480.79,2024-03-02 09:30:00
41,Pune,321.31,2024-03-02 09:31:00
6,Pune,648.76,2024-03-02 09:32:00
30,Delhi,387.15,2024-03-02 09:33:00
