server,status,response_ms
10.0.0.6,404,6.57
10.0.0.6,404,85.2
10.0.0.6,200,80.23
10.0.0.6,200,81.78
10.0.0.6,200,36.74
10.0.0.3,200,145.15
10.0.0.6,200,24.08
10.0.0.5,404,98.86
10.0.0.6,200,124.92
10.0.0.3,200,9.66
10.0.0.2,200,43.3
10.0.0.5,200,44.57
10.0.0.5,200,94.57
10.0.0.5,200,160.35
10.0.0.6,200,76.67
10.0.0.6,200,69.34
10.0.0.3,200,44.53
10.0.0.3,200,30.14
10.0.0.6,404,44.46
10.0.0.3,200,82.19
10.0.0.2,200,160.25
10.0.0.4,200,193.47
10.0.0.6,200,39.53
10.0.0.6,200,28.22
10.0.0.6,200,141.95
10.0.0.3,200,31.21
10.0.0.2,200,11.4
10.0.0.3,200,115.48
10.0.0.4,200,24.78
10.0.0.6,200,47.49
10.0.0.6,200,95.66
10.0.0.6,200,56.66
10.0.0.6,200,58.35
10.0.0.5,200,13.42
10.0.0.6,200,81.75
10.0.0.1,200,80.66
10.0.0.6,200,154.87
10.0.0.6,200,32.27
10.0.0.2,200,68.16
10.0.0.2,200,137.07
10.0.0.6,200,96.42
10.0.0.4,200,136.0
10.0.0.5,200,234.36
10.0.0.6,200,98.53
10.0.0.1,200,21.59
10.0.0.2,200,35.26
10.0.0.2,200,116.01
10.0.0.4,200,106.05
10.0.0.2,200,21.99
10.0.0.6,200,107.23
10.0.0.4,200,263.85
10.0.0.3,200,59.46
10.0.0.2,200,131.05
10.0.0.2,200,27.39
10.0.0.6,200,30.41
10.0.0.6,200,43.3
10.0.0.2,200,122.44
10.0.0.3,200,65.17
10.0.0.6,200,53.59
10.0.0.5,200,1.25
10.0.0.3,200,74.73
10.0.0.1,200,262.82
10.0.0.6,200,19.83
10.0.0.3,200,149.7
10.0.0.6,200,51.05
10.0.0.6,200,60.58
10.0.0.3,200,59.96
10.0.0.2,200,100.36
10.0.0.3,200,24.22
10.0.0.5,200,15.69
10.0.0.6,200,42.57
10.0.0.6,200,169.89
10.0.0.6,200,87.73
10.0.0.3,200,67.01
10.0.0.6,200,53.24
10.0.0.1,200,43.82
10.0.0.1,200,46.83
10.0.0.6,404,45.42
10.0.0.1,200,96.17
10.0.0.6,200,173.66
10.0.0.6,200,40.65
10.0.0.6,200,106.37
10.0.0.3,200,33.47
10.0.0.6,200,102.33
10.0.0.6,200,16.86
10.0.0.6,200,52.09
10.0.0.6,200,14.31
10.0.0.3,200,7.11
10.0.0.1,200,102.39
10.0.0.6,200,34.32
10.0.0.6,200,67.8
10.0.0.4,200,13.13
10.0.0.6,200,26.22
10.0.0.6,200,90.01
10.0.0.6,200,77.12
10.0.0.6,200,110.86
10.0.0.1,200,26.1
10.0.0.6,200,46.06
10.0.0.6,200,146.96
10.0.0.6,200,132.96
10.0.0.6,200,108.53
10.0.0.2,200,89.64
10.0.0.5,200,37.13
10.0.0.2,200,73.89
10.0.0.6,200,66.3
10.0.0.5,200,20.71
10.0.0.6,200,61.25
10.0.0.6,200,141.05
10.0.0.6,200,25.93
10.0.0.5,200,83.64
10.0.0.5,500,225.01
10.0.0.1,200,139.69
10.0.0.4,200,109.2
10.0.0.6,200,59.51
10.0.0.4,200,38.16
10.0.0.6,200,33.83
10.0.0.6,200,46.41
10.0.0.3,200,101.78
10.0.0.1,200,22.42
10.0.0.2,200,101.64
10.0.0.6,200,5.12
10.0.0.2,200,227.47
10.0.0.6,200,127.29
10.0.0.6,200,44.28
10.0.0.3,200,79.04
10.0.0.4,200,28.87
10.0.0.3,500,19.86
10.0.0.2,404,38.71
10.0.0.6,200,26.77
10.0.0.3,200,138.59
10.0.0.5,200,54.67
10.0.0.6,200,65.7
10.0.0.6,200,130.2
10.0.0.1,200,70.3
10.0.0.1,200,35.8
10.0.0.6,200,83.08
10.0.0.5,200,41.25
10.0.0.5,200,40.41
10.0.0.2,200,71.63
10.0.0.6,200,88.13
10.0.0.6,200,35.78
10.0.0.6,200,48.96
10.0.0.4,200,45.15
10.0.0.2,200,36.94
10.0.0.3,200,23.15
10.0.0.6,200,57.91
10.0.0.2,200,148.53
10.0.0.6,200,108.47
10.0.0.6,404,118.93
10.0.0.6,200,139.19
10.0.0.5,200,23.76
10.0.0.1,404,27.83
10.0.0.6,200,130.97
10.0.0.6,200,44.36
10.0.0.6,200,91.31
10.0.0.6,200,28.73
10.0.0.6,200,169.98
10.0.0.6,200,49.29
10.0.0.6,200,81.96
10.0.0.5,200,111.06
10.0.0.6,404,87.74
10.0.0.3,200,106.14
10.0.0.5,404,49.82
10.0.0.2,200,51.96
10.0.0.6,200,50.34
10.0.0.4,200,103.2
10.0.0.6,200,58.37
10.0.0.1,200,132.98
10.0.0.2,200,67.59
10.0.0.4,200,132.73
10.0.0.6,200,42.84
10.0.0.6,404,103.55
10.0.0.2,200,123.05
10.0.0.4,200,61.32
10.0.0.2,200,25.48
10.0.0.1,200,107.32
10.0.0.1,200,168.43
10.0.0.3,200,52.06
10.0.0.6,200,231.84
10.0.0.4,404,72.84
10.0.0.5,200,173.22
10.0.0.6,200,85.53
10.0.0.5,200,29.03
10.0.0.4,200,57.49
10.0.0.6,200,136.68
10.0.0.3,404,117.44
10.0.0.6,200,67.63
10.0.0.1,404,162.69
10.0.0.3,200,83.29
10.0.0.6,200,67.6
10.0.0.1,200,73.8
10.0.0.2,200,45.99
10.0.0.6,200,143.76
10.0.0.6,200,23.06
10.0.0.6,200,88.97
10.0.0.2,200,33.77
10.0.0.6,404,111.52
10.0.0.3,200,17.19
10.0.0.1,200,94.28
10.0.0.6,200,31.85
10.0.0.6,200,225.26
10.0.0.6,200,59.14
10.0.0.6,200,159.88
10.0.0.3,200,44.18
10.0.0.6,200,27.11
10.0.0.6,200,69.95
10.0.0.6,200,198.55
10.0.0.5,200,88.86
10.0.0.3,200,83.56
10.0.0.6,200,8.54
10.0.0.6,200,81.98
10.0.0.6,200,35.81
10.0.0.3,200,65.02
10.0.0.6,200,40.9
10.0.0.3,200,5.48
10.0.0.5,200,5.57
10.0.0.1,200,21.27
10.0.0.6,200,190.84
10.0.0.2,200,19.18
10.0.0.6,200,38.23
10.0.0.6,200,102.38
10.0.0.6,200,27.42
10.0.0.5,404,134.64
10.0.0.6,500,78.06
10.0.0.1,200,71.49
10.0.0.2,200,88.33
10.0.0.6,200,84.1
10.0.0.1,200,38.08
10.0.0.6,200,26.86
10.0.0.5,200,185.84
10.0.0.6,200,108.52
10.0.0.2,200,16.53
10.0.0.6,200,143.2
10.0.0.6,404,19.14
10.0.0.6,500,50.76
10.0.0.6,500,112.37
10.0.0.4,200,22.49
10.0.0.6,200,79.6
10.0.0.5,200,181.99
10.0.0.3,200,88.0
10.0.0.2,404,145.11
10.0.0.6,200,44.04
10.0.0.4,200,107.91
10.0.0.3,200,46.48
10.0.0.4,200,259.94
10.0.0.6,200,41.92
10.0.0.1,200,73.57
10.0.0.1,200,62.08
10.0.0.3,200,47.29
10.0.0.6,200,101.15
10.0.0.1,200,37.84
10.0.0.6,200,25.87
10.0.0.6,200,20.6
10.0.0.6,200,53.11
10.0.0.6,500,40.75
10.0.0.2,200,10.59
10.0.0.5,200,48.65
10.0.0.6,200,64.32
10.0.0.6,200,110.16
10.0.0.6,200,33.14
10.0.0.6,200,50.12
10.0.0.6,200,31.67
10.0.0.2,200,10.14
10.0.0.6,200,134.67
10.0.0.6,200,157.4
10.0.0.6,200,150.58
10.0.0.6,200,49.64
10.0.0.3,200,27.2
10.0.0.5,200,74.01
10.0.0.5,200,90.31
10.0.0.6,500,102.17
10.0.0.3,200,158.42
10.0.0.1,200,39.94
10.0.0.6,200,244.17
10.0.0.3,200,110.0
10.0.0.2,200,209.86
10.0.0.2,200,51.94
10.0.0.6,200,48.69
10.0.0.6,200,71.0
10.0.0.6,200,21.88
10.0.0.6,200,8.27
10.0.0.6,200,94.44
10.0.0.1,200,87.62
10.0.0.3,200,4.79
10.0.0.3,200,24.45
10.0.0.6,200,180.62
10.0.0.5,200,12.03
10.0.0.6,200,46.22
10.0.0.6,200,91.89
10.0.0.4,200,47.18
10.0.0.2,200,11.33
10.0.0.6,200,35.98
10.0.0.6,200,97.12
10.0.0.3,503,42.81
10.0.0.6,200,151.45
10.0.0.1,200,47.19
10.0.0.3,500,137.01
10.0.0.6,200,99.56
10.0.0.3,200,63.08
10.0.0.4,200,40.2
10.0.0.6,200,81.29
10.0.0.6,200,17.99
10.0.0.6,200,52.67
10.0.0.2,200,85.6
10.0.0.6,200,95.02
10.0.0.5,200,58.15
10.0.0.6,200,111.51
10.0.0.6,404,44.48
10.0.0.3,200,84.6
10.0.0.4,503,5.05
10.0.0.6,200,45.77
10.0.0.6,200,40.49
10.0.0.5,200,184.04
10.0.0.6,200,51.17
10.0.0.6,200,89.32
10.0.0.6,200,109.44
10.0.0.3,404,45.97
10.0.0.6,200,101.71
10.0.0.6,500,55.23
10.0.0.6,200,257.84
10.0.0.4,200,124.03
10.0.0.6,200,75.39
10.0.0.4,200,98.34
10.0.0.3,200,65.74
10.0.0.6,200,93.79
10.0.0.6,200,12.47
10.0.0.6,200,76.67
10.0.0.6,200,72.98
10.0.0.6,200,24.1
10.0.0.6,503,13.76
10.0.0.5,200,48.69
10.0.0.3,200,35.68
10.0.0.6,200,75.95
10.0.0.5,200,148.27
10.0.0.6,200,18.75
10.0.0.1,200,150.69
10.0.0.6,200,69.58
10.0.0.3,200,90.22
10.0.0.2,500,12.02
10.0.0.5,200,36.55
10.0.0.6,503,25.97
10.0.0.2,200,38.26
10.0.0.6,503,170.35
10.0.0.6,200,114.8
10.0.0.6,200,330.2
10.0.0.6,200,46.52
10.0.0.4,200,65.35
10.0.0.6,200,121.11
10.0.0.6,200,72.37
10.0.0.6,200,106.5
10.0.0.2,404,29.52
10.0.0.4,200,33.92
10.0.0.6,200,29.79
10.0.0.6,200,106.83
10.0.0.3,200,155.72
10.0.0.6,200,128.66
10.0.0.2,200,97.21
10.0.0.5,200,115.07
10.0.0.6,200,63.53
10.0.0.2,200,33.15
10.0.0.4,200,93.15
10.0.0.6,200,25.64
10.0.0.6,200,53.35
10.0.0.4,404,33.9
10.0.0.6,200,7.79
10.0.0.6,200,127.16
10.0.0.6,200,86.58
10.0.0.4,200,43.08
10.0.0.5,200,43.11
10.0.0.2,200,8.77
10.0.0.6,500,115.53
10.0.0.3,200,41.24
10.0.0.1,200,150.18
10.0.0.6,200,92.01
10.0.0.6,200,43.23
10.0.0.6,200,93.0
10.0.0.4,404,64.45
10.0.0.2,200,44.59
10.0.0.6,200,20.97
10.0.0.4,200,68.94
10.0.0.4,200,39.92
10.0.0.3,200,44.0
10.0.0.6,200,21.02
10.0.0.6,200,25.26
10.0.0.6,200,60.88
10.0.0.6,200,41.93
10.0.0.4,200,89.92
10.0.0.2,200,42.74
10.0.0.6,200,31.97
10.0.0.6,200,40.25
10.0.0.6,200,173.76
10.0.0.6,200,44.87
10.0.0.2,200,14.8
10.0.0.2,200,151.84
10.0.0.2,200,36.24
10.0.0.6,200,27.24
10.0.0.6,503,49.28
10.0.0.2,200,139.8
10.0.0.4,200,171.5
10.0.0.6,200,25.74
10.0.0.5,200,81.87
10.0.0.6,200,77.59
10.0.0.6,200,210.06
10.0.0.6,200,57.35
10.0.0.3,200,38.65
10.0.0.6,200,238.46
10.0.0.6,200,90.1
10.0.0.2,200,43.04
10.0.0.6,200,196.78
10.0.0.5,404,6.87
10.0.0.6,200,34.76
10.0.0.4,200,71.96
10.0.0.6,200,104.18
10.0.0.6,200,20.3
10.0.0.6,200,135.94
10.0.0.5,200,79.04
10.0.0.3,200,54.43
10.0.0.6,200,72.15
10.0.0.6,200,33.43
10.0.0.1,200,42.27
10.0.0.6,200,103.32
10.0.0.5,200,28.62
10.0.0.1,500,79.69
10.0.0.6,200,39.46
10.0.0.6,200,167.6
10.0.0.6,200,15.73
10.0.0.6,200,4.83
10.0.0.6,200,112.25
10.0.0.6,200,28.11
10.0.0.6,200,40.57
10.0.0.2,200,83.07
10.0.0.3,200,75.11
10.0.0.6,404,55.9
10.0.0.6,200,68.18
10.0.0.6,500,90.88
10.0.0.6,503,52.52
10.0.0.5,200,62.15
10.0.0.1,200,67.4
10.0.0.6,503,35.85
10.0.0.1,200,76.07
10.0.0.4,503,99.95
10.0.0.3,200,29.89
10.0.0.6,200,179.5
10.0.0.5,200,94.78
10.0.0.5,200,74.69
10.0.0.2,200,195.98
10.0.0.5,200,114.16
10.0.0.4,200,75.22
10.0.0.6,200,165.67
10.0.0.5,200,134.63
10.0.0.6,200,223.86
10.0.0.3,200,45.29
10.0.0.4,200,10.28
10.0.0.6,200,40.96
10.0.0.6,200,22.75
10.0.0.1,200,15.78
10.0.0.6,200,66.71
10.0.0.4,200,81.87
10.0.0.6,200,11.09
10.0.0.6,200,75.03
10.0.0.6,200,59.37
10.0.0.6,200,51.76
10.0.0.2,200,149.25
10.0.0.1,200,18.05
10.0.0.3,200,32.17
10.0.0.1,200,29.81
10.0.0.1,200,84.63
10.0.0.6,200,183.18
10.0.0.6,404,90.4
10.0.0.5,200,98.76
10.0.0.6,200,57.46
10.0.0.4,200,13.67
10.0.0.1,500,152.39
10.0.0.6,200,193.25
10.0.0.6,200,123.56
10.0.0.6,200,27.2
10.0.0.3,200,118.97
10.0.0.5,200,38.26
10.0.0.6,200,38.67
10.0.0.3,200,35.84
10.0.0.5,200,67.68
10.0.0.6,200,81.49
10.0.0.6,200,32.32
10.0.0.4,200,259.37
10.0.0.1,200,99.28
10.0.0.6,200,29.1
10.0.0.4,200,8.07
10.0.0.6,200,49.14
10.0.0.6,200,22.66
10.0.0.6,200,96.05
10.0.0.5,200,153.12
10.0.0.6,200,42.41
10.0.0.5,200,15.72
10.0.0.6,200,70.22
10.0.0.5,200,7.49
10.0.0.1,200,90.82
10.0.0.4,200,23.44
10.0.0.6,200,97.06
10.0.0.6,200,50.02
10.0.0.6,200,17.45
10.0.0.6,404,91.44
10.0.0.6,200,64.4
10.0.0.3,200,98.0
10.0.0.4,200,45.13
10.0.0.1,200,45.14
10.0.0.6,200,88.44
10.0.0.6,503,94.67
10.0.0.4,200,122.07
10.0.0.6,200,157.83
10.0.0.5,500,262.62
10.0.0.6,200,48.72
10.0.0.3,503,14.29
10.0.0.5,200,56.06
10.0.0.5,200,11.31
10.0.0.6,200,42.79
10.0.0.6,404,55.81
10.0.0.3,200,53.37
10.0.0.6,200,137.05
10.0.0.4,200,55.59
10.0.0.6,500,93.12
10.0.0.2,200,43.54
10.0.0.6,200,68.1
10.0.0.3,200,169.96
10.0.0.4,200,57.73
10.0.0.5,200,72.89
10.0.0.6,200,140.8
10.0.0.6,200,8.35
10.0.0.2,200,17.23
10.0.0.4,200,80.15
10.0.0.3,200,87.65
10.0.0.1,200,191.07
10.0.0.4,200,69.3
10.0.0.6,200,50.9
10.0.0.6,200,140.53
10.0.0.6,200,96.32
10.0.0.4,200,60.0
10.0.0.2,200,26.63
10.0.0.6,404,47.96
10.0.0.6,200,38.08
10.0.0.2,404,37.94
10.0.0.4,200,234.95
10.0.0.5,200,24.97
10.0.0.3,200,38.77
10.0.0.6,200,103.66
10.0.0.3,200,45.79
10.0.0.5,200,120.09
10.0.0.6,200,59.93
10.0.0.1,404,31.46
10.0.0.5,200,95.88
10.0.0.6,200,15.67
10.0.0.1,503,50.31
10.0.0.5,200,34.42
10.0.0.6,200,200.61
10.0.0.6,200,20.18
10.0.0.6,200,198.88
10.0.0.6,200,36.61
10.0.0.2,404,487.91
10.0.0.6,200,9.65
10.0.0.3,200,91.08
10.0.0.4,200,98.4
10.0.0.3,200,36.16
10.0.0.4,200,88.4
10.0.0.3,200,42.35
10.0.0.6,200,64.57
10.0.0.2,200,176.6
10.0.0.6,200,42.42
10.0.0.5,200,210.19
10.0.0.6,200,23.87
10.0.0.1,200,56.36
10.0.0.6,200,82.39
10.0.0.5,200,170.64
10.0.0.6,200,109.98
10.0.0.4,200,127.99
10.0.0.6,200,18.47
10.0.0.6,200,73.4
10.0.0.1,200,83.99
10.0.0.1,200,89.24
10.0.0.2,200,52.8
10.0.0.1,200,29.79
10.0.0.4,200,123.83
10.0.0.5,200,65.19
10.0.0.6,200,133.21
10.0.0.6,200,20.28
10.0.0.3,500,129.51
10.0.0.4,200,30.15
10.0.0.4,200,64.12
10.0.0.6,200,209.59
10.0.0.6,200,200.4
10.0.0.6,200,103.4
10.0.0.6,200,154.76
10.0.0.6,200,188.16
10.0.0.1,200,178.06
10.0.0.3,200,34.14
10.0.0.6,200,75.87
10.0.0.6,200,15.64
10.0.0.5,503,35.43
10.0.0.6,200,7.99
10.0.0.2,500,99.06
10.0.0.6,200,55.58
10.0.0.6,200,35.42
10.0.0.6,200,27.26
10.0.0.6,200,31.17
10.0.0.6,200,66.52
10.0.0.5,200,166.36
10.0.0.5,200,12.3
10.0.0.2,200,60.68
10.0.0.6,200,54.01
10.0.0.6,200,14.38
10.0.0.2,200,102.57
10.0.0.6,200,295.92
10.0.0.6,200,75.31
10.0.0.3,200,50.84
10.0.0.6,200,75.35
10.0.0.2,200,73.22
10.0.0.6,200,124.11
10.0.0.4,200,83.24
10.0.0.6,200,18.7
10.0.0.2,200,57.21
10.0.0.5,200,14.77
10.0.0.4,200,136.34
10.0.0.1,200,3.55
10.0.0.4,200,206.35
10.0.0.6,200,114.85
10.0.0.1,200,43.69
10.0.0.4,200,60.96
10.0.0.2,200,35.8
10.0.0.3,200,17.64
10.0.0.6,200,55.89
10.0.0.1,200,32.33
10.0.0.6,200,90.61
10.0.0.5,200,91.97
10.0.0.6,200,36.66
10.0.0.1,200,99.04
10.0.0.2,200,135.9
10.0.0.6,200,115.73
10.0.0.2,200,72.4
10.0.0.6,200,143.06
10.0.0.6,200,56.97
10.0.0.2,200,55.22
10.0.0.6,200,53.75
10.0.0.5,200,15.18
10.0.0.6,200,73.45
10.0.0.3,200,51.74
10.0.0.1,200,17.56
10.0.0.6,200,21.73
10.0.0.6,200,35.03
10.0.0.1,500,15.28
10.0.0.6,200,69.06
10.0.0.6,200,34.75
10.0.0.6,404,108.49
10.0.0.6,200,164.87
10.0.0.4,200,223.38
10.0.0.6,200,64.37
10.0.0.6,200,29.84
10.0.0.6,200,23.43
10.0.0.2,200,131.04
10.0.0.1,200,21.5
10.0.0.1,200,47.06
10.0.0.2,200,139.19
10.0.0.6,200,166.07
10.0.0.6,200,126.54
10.0.0.6,200,125.38
10.0.0.4,200,77.78
10.0.0.6,200,160.66
10.0.0.5,200,11.65
10.0.0.2,200,114.22
10.0.0.6,200,30.23
10.0.0.6,200,88.09
10.0.0.6,200,44.23
10.0.0.1,200,44.99
10.0.0.1,200,49.16
10.0.0.3,500,27.49
10.0.0.6,200,61.31
10.0.0.6,200,39.98
10.0.0.6,200,74.01
10.0.0.4,200,56.02
10.0.0.3,200,94.21
10.0.0.4,200,75.79
10.0.0.1,200,48.1
10.0.0.6,200,83.87
10.0.0.5,503,95.85
10.0.0.6,200,50.98
10.0.0.1,200,205.55
10.0.0.3,500,24.5
10.0.0.6,200,126.8
10.0.0.6,200,87.37
10.0.0.4,200,76.48
10.0.0.6,200,111.31
10.0.0.6,200,36.67
10.0.0.6,200,241.91
10.0.0.5,200,107.5
10.0.0.1,503,26.49
10.0.0.4,200,96.28
10.0.0.1,200,89.34
10.0.0.6,200,60.37
10.0.0.6,200,15.1
10.0.0.5,200,21.62
10.0.0.6,200,218.65
10.0.0.2,200,68.9
10.0.0.6,200,17.38
10.0.0.6,404,61.83
10.0.0.6,200,22.74
10.0.0.6,200,19.57
10.0.0.4,200,48.53
10.0.0.1,200,166.09
10.0.0.3,200,138.53
10.0.0.1,200,80.36
10.0.0.1,200,15.99
10.0.0.4,200,126.28
10.0.0.6,200,34.84
10.0.0.5,200,24.22
10.0.0.5,200,57.19
10.0.0.3,200,271.64
10.0.0.4,503,32.59
10.0.0.3,200,94.17
10.0.0.1,200,31.7
10.0.0.2,200,92.17
10.0.0.1,200,23.67
10.0.0.6,200,59.29
10.0.0.1,200,43.09
10.0.0.1,200,207.73
10.0.0.4,200,35.98
10.0.0.6,200,49.12
10.0.0.4,200,101.64
10.0.0.1,200,34.8
10.0.0.2,200,96.22
10.0.0.6,200,73.27
10.0.0.5,200,28.36
10.0.0.4,200,53.86
10.0.0.6,200,16.87
10.0.0.3,200,16.97
10.0.0.4,200,68.06
10.0.0.2,200,142.86
10.0.0.6,200,28.36
10.0.0.6,200,57.82
10.0.0.6,200,65.94
10.0.0.6,200,175.72
10.0.0.6,200,0.61
10.0.0.6,200,23.15
10.0.0.1,200,100.98
10.0.0.1,200,36.19
10.0.0.6,200,137.42
10.0.0.2,200,20.51
10.0.0.5,200,83.07
10.0.0.6,200,38.27
10.0.0.6,200,164.45
10.0.0.1,200,33.93
10.0.0.1,200,23.9
10.0.0.4,200,61.54
10.0.0.6,200,76.84
10.0.0.4,404,80.16
10.0.0.2,200,41.39
10.0.0.1,200,7.57
10.0.0.4,200,53.25
10.0.0.6,200,296.34
10.0.0.5,200,87.01
10.0.0.6,200,58.26
10.0.0.5,404,32.41
10.0.0.6,200,111.53
10.0.0.4,200,205.41
10.0.0.2,200,14.33
10.0.0.6,200,24.59
10.0.0.1,200,6.36
10.0.0.6,200,69.06
10.0.0.6,200,72.08
10.0.0.6,200,89.82
10.0.0.6,200,15.46
10.0.0.6,200,147.88
10.0.0.6,200,167.96
10.0.0.1,200,58.58
10.0.0.5,200,35.95
10.0.0.2,200,52.32
10.0.0.6,200,32.4
10.0.0.5,200,67.13
10.0.0.6,503,19.91
10.0.0.6,404,46.93
10.0.0.1,404,77.16
10.0.0.6,200,42.62
10.0.0.6,200,52.28
10.0.0.1,200,58.63
10.0.0.6,200,200.66
10.0.0.2,200,63.67
10.0.0.3,200,57.71
10.0.0.6,200,18.14
10.0.0.5,200,80.29
10.0.0.4,200,79.12
10.0.0.2,404,219.68
10.0.0.3,200,101.62
10.0.0.6,200,51.52
10.0.0.5,200,238.23
10.0.0.4,404,45.17
10.0.0.6,200,37.92
10.0.0.2,200,84.56
10.0.0.6,200,12.56
10.0.0.5,200,83.23
10.0.0.6,200,58.67
10.0.0.6,200,23.26
10.0.0.4,200,88.16
10.0.0.4,404,51.85
10.0.0.1,200,8.47
10.0.0.6,200,39.99
10.0.0.6,404,141.51
10.0.0.6,200,162.95
10.0.0.4,200,181.9
10.0.0.1,200,55.39
10.0.0.3,200,65.9
10.0.0.2,500,69.17
10.0.0.2,200,39.32
10.0.0.6,200,195.23
10.0.0.6,200,38.08
10.0.0.6,200,64.66
10.0.0.6,404,51.45
10.0.0.6,200,10.83
10.0.0.5,404,30.97
10.0.0.6,200,25.61
10.0.0.3,200,59.48
10.0.0.4,200,196.82
10.0.0.6,200,80.4
10.0.0.3,200,50.0
10.0.0.3,200,61.31
10.0.0.4,200,131.07
10.0.0.2,200,134.32
10.0.0.6,503,198.58
10.0.0.2,200,9.36
10.0.0.6,200,155.34
10.0.0.6,200,144.24
10.0.0.5,200,67.45
10.0.0.2,200,70.7
10.0.0.6,200,33.37
10.0.0.3,200,64.31
10.0.0.6,200,133.16
10.0.0.6,200,90.99
10.0.0.4,200,138.45
10.0.0.6,200,50.59
10.0.0.3,503,28.44
10.0.0.4,200,173.46
10.0.0.6,200,77.47
10.0.0.4,200,44.29
10.0.0.5,404,96.46
10.0.0.6,404,179.53
10.0.0.6,200,55.13
10.0.0.1,200,42.34
10.0.0.2,200,104.53
10.0.0.2,200,51.59
10.0.0.2,200,18.98
10.0.0.5,200,35.45
10.0.0.6,200,122.28
10.0.0.5,200,35.87
10.0.0.6,200,44.94
10.0.0.6,503,92.59
10.0.0.6,200,64.49
10.0.0.6,404,147.63
10.0.0.1,200,45.55
10.0.0.6,200,76.72
10.0.0.4,200,47.96
10.0.0.6,200,142.82
10.0.0.4,200,31.75
10.0.0.3,200,168.92
10.0.0.3,200,197.74
10.0.0.5,200,89.58
10.0.0.4,200,89.01
10.0.0.1,200,70.95
10.0.0.1,200,72.53
10.0.0.6,200,127.78
10.0.0.3,200,61.6
10.0.0.6,200,99.92
10.0.0.6,200,121.75
10.0.0.3,200,25.04
10.0.0.6,200,61.81
10.0.0.3,503,55.6
10.0.0.6,200,54.81
10.0.0.3,200,108.69
10.0.0.6,200,18.14
10.0.0.6,500,7.55
10.0.0.6,200,9.21
10.0.0.5,200,42.17
10.0.0.3,200,40.16
10.0.0.6,200,26.86
10.0.0.6,200,152.38
10.0.0.5,200,169.34
10.0.0.6,200,149.62
10.0.0.1,200,85.55
10.0.0.2,200,224.53
10.0.0.4,200,70.21
10.0.0.6,200,40.92
10.0.0.1,200,29.42
10.0.0.5,200,28.69
10.0.0.1,200,50.8
10.0.0.6,200,24.48
10.0.0.6,200,61.83
10.0.0.3,200,43.0
10.0.0.6,200,60.45
10.0.0.1,500,26.58
10.0.0.1,200,33.92
10.0.0.6,200,18.39
10.0.0.6,200,79.74
10.0.0.6,200,176.99
10.0.0.6,200,48.3
10.0.0.3,200,32.4
10.0.0.6,200,42.08
10.0.0.6,200,186.73
10.0.0.3,200,17.85
10.0.0.6,200,56.19
10.0.0.6,200,106.14
10.0.0.6,200,79.16
10.0.0.1,404,59.74
10.0.0.6,200,34.04
10.0.0.4,200,271.63
10.0.0.6,200,93.78
10.0.0.6,200,96.7
10.0.0.2,200,85.24
10.0.0.6,200,118.8
10.0.0.1,200,127.79
10.0.0.6,200,18.49
10.0.0.2,200,16.39
10.0.0.3,200,45.8
10.0.0.6,500,74.71
10.0.0.3,200,4.0
10.0.0.6,200,46.15
10.0.0.6,200,130.97
10.0.0.3,200,46.58
10.0.0.6,200,128.69
10.0.0.6,200,45.3
10.0.0.1,200,27.2
10.0.0.1,200,71.64
10.0.0.6,200,95.53
10.0.0.5,200,39.34
10.0.0.6,200,41.18
10.0.0.1,200,17.8
10.0.0.6,200,67.78
10.0.0.3,200,48.17
10.0.0.4,200,156.37
10.0.0.6,200,78.82
10.0.0.6,200,8.73
10.0.0.6,200,62.53
10.0.0.5,404,69.61
10.0.0.2,200,85.7
10.0.0.3,200,124.85
10.0.0.6,200,31.7
10.0.0.6,200,188.53
10.0.0.4,200,28.95
10.0.0.6,200,64.23
10.0.0.5,200,53.64
10.0.0.6,200,106.11
10.0.0.6,200,41.97
10.0.0.2,200,160.69
10.0.0.5,404,57.77
10.0.0.6,200,143.07
10.0.0.3,200,10.69
10.0.0.6,200,15.75
10.0.0.4,200,96.18
10.0.0.5,503,48.7
10.0.0.6,200,41.18
10.0.0.6,200,119.68
10.0.0.6,200,58.6
10.0.0.2,500,270.02
10.0.0.5,200,178.77
10.0.0.6,200,21.52
10.0.0.6,200,110.96
10.0.0.6,200,116.35
10.0.0.3,200,17.52
10.0.0.2,200,94.45
10.0.0.6,200,64.03
10.0.0.4,200,33.35
10.0.0.5,200,14.73
10.0.0.6,200,67.16
10.0.0.6,200,94.67
10.0.0.6,200,38.68
10.0.0.6,200,122.55
10.0.0.6,200,116.85
10.0.0.6,200,160.3
10.0.0.1,200,42.52
10.0.0.4,200,86.28
10.0.0.6,200,80.29
10.0.0.3,200,188.43
10.0.0.6,200,87.81
10.0.0.5,200,143.43
10.0.0.6,200,59.53
10.0.0.6,200,37.14
10.0.0.6,200,26.62
10.0.0.4,200,125.49
10.0.0.1,200,109.79
10.0.0.3,200,73.1
10.0.0.3,200,68.11
10.0.0.1,200,133.94
10.0.0.6,200,102.91
10.0.0.2,404,61.04
10.0.0.1,200,50.43
10.0.0.1,200,10.3
10.0.0.5,200,41.75
10.0.0.4,200,12.34
10.0.0.5,200,121.25
10.0.0.1,200,217.04
10.0.0.6,200,31.84
10.0.0.3,200,84.03
10.0.0.3,200,115.52
10.0.0.6,200,89.05
10.0.0.6,404,235.36
10.0.0.6,404,8.63
