hour,status,response_ms
4,200,174.26
20,200,108.56
20,200,66.24
12,200,85.28
0,200,104.85
1,200,39.63
14,200,9.21
15,200,50.64
8,200,161.98
9,200,149.69
3,200,19.74
9,200,127.54
19,200,20.4
3,200,78.16
12,200,35.02
18,200,72.83
14,200,13.37
15,200,139.67
7,500,226.94
3,200,85.23
22,200,37.58
10,200,135.54
20,200,125.18
8,200,99.2
6,200,24.66
0,200,38.69
20,200,31.95
14,200,70.45
8,200,47.37
18,200,63.09
10,200,81.82
19,200,69.17
3,200,9.28
9,200,88.61
10,404,83.72
3,200,76.47
1,200,131.72
15,200,37.3
9,200,94.05
6,200,20.73
20,200,19.02
16,200,38.68
12,200,63.06
10,200,69.23
14,200,46.42
21,200,39.88
12,200,31.76
16,404,21.25
19,200,86.33
1,200,56.91
14,200,166.03
19,200,65.79
0,200,46.92
2,200,40.02
17,200,110.31
16,200,55.49
1,200,75.97
17,200,84.19
8,200,38.39
5,200,39.55
11,200,42.63
7,200,40.55
18,200,109.73
22,200,48.23
6,200,15.44
19,200,72.17
18,404,10.23
2,200,14.18
18,200,42.24
2,200,45.31
14,200,34.34
12,200,72.23
16,200,153.95
6,200,49.78
13,200,63.52
7,200,106.47
10,200,48.34
4,200,75.26
23,200,34.18
14,200,83.17
13,200,10.95
0,200,121.75
0,200,77.69
1,200,101.88
16,200,58.85
7,200,161.9
22,200,133.72
7,200,22.51
20,200,96.03
3,200,35.78
9,200,83.79
0,200,162.77
14,200,47.15
18,200,27.16
0,200,78.54
9,200,66.19
15,200,62.28
4,200,89.15
3,200,24.89
20,200,26.42
7,200,14.37
4,200,38.76
9,200,103.56
4,404,74.71
5,200,99.26
11,200,77.4
19,200,159.8
1,200,30.34
17,200,69.59
1,200,55.55
5,200,112.21
2,200,71.81
16,200,138.87
2,200,26.03
17,200,45.17
16,200,140.54
14,200,118.81
0,200,194.31
7,200,89.01
16,200,66.16
12,200,71.66
14,200,90.98
10,200,35.63
14,200,37.78
21,200,25.42
8,200,13.27
23,500,63.94
8,500,48.74
1,200,153.18
19,200,17.29
2,200,86.87
18,200,33.96
12,200,9.97
8,200,106.72
11,200,68.07
4,200,201.48
16,200,34.69
15,200,8.76
3,200,44.44
8,200,108.65
12,200,90.54
9,200,4.75
22,200,26.37
6,200,122.03
19,200,40.75
19,200,152.37
16,200,59.2
1,200,47.07
11,200,113.36
4,200,61.43
5,200,22.65
6,200,108.96
10,200,91.88
22,200,41.24
8,200,72.44
19,200,47.2
11,200,245.12
16,200,79.16
5,200,29.08
12,200,33.25
10,200,17.89
19,200,74.53
20,200,80.65
7,200,81.09
21,200,276.07
2,200,52.33
4,200,48.7
6,200,149.26
7,200,34.89
13,200,39.27
2,200,206.95
12,200,125.97
19,200,33.54
2,200,25.03
18,500,116.72
11,200,97.87
10,200,156.82
23,200,25.56
16,200,57.94
14,200,35.67
23,200,53.69
15,200,58.31
19,200,122.62
11,200,44.35
18,200,85.81
8,200,28.99
0,200,30.08
11,200,56.6
5,200,104.7
22,200,73.29
4,200,90.72
15,200,26.8
22,200,106.69
4,200,41.09
7,200,29.17
23,200,9.22
10,200,204.96
4,200,101.5
6,200,297.28
18,200,20.52
18,200,163.18
8,200,13.06
3,200,27.29
11,200,60.23
12,200,180.39
2,200,50.72
17,200,39.13
14,200,60.06
18,404,29.18
21,200,60.77
18,200,141.44
2,200,23.34
10,200,83.85
15,200,60.4
18,200,20.43
11,200,105.27
21,200,24.11
13,200,77.28
15,200,23.56
3,200,171.73
16,200,12.4
12,200,38.73
17,200,283.61
14,200,105.11
1,200,99.61
21,200,68.91
14,200,56.41
2,200,45.94
5,200,81.22
5,200,21.66
7,200,82.67
6,500,30.55
20,200,37.65
13,200,91.0
21,200,54.06
15,200,120.63
18,200,16.71
6,200,31.86
6,200,75.54
18,200,122.78
3,200,84.28
2,200,61.14
2,200,96.01
15,200,123.57
22,200,88.19
22,200,30.43
2,200,76.05
15,200,231.48
10,200,74.18
18,200,125.84
11,200,84.11
15,404,13.13
11,404,235.25
19,200,35.0
19,200,10.97
0,200,27.29
6,200,87.89
12,200,163.92
22,200,31.77
15,200,30.28
21,200,233.41
7,200,39.02
21,200,106.7
14,200,97.12
10,200,134.22
19,200,37.73
16,200,109.14
20,200,21.77
22,200,26.94
22,200,72.47
19,200,132.93
10,200,71.72
16,200,64.55
15,200,70.93
6,200,62.9
0,200,27.0
4,200,43.47
4,200,27.88
1,200,70.24
16,200,173.6
7,200,73.21
19,200,56.36
17,200,113.94
19,200,120.44
5,200,168.85
7,200,78.26
19,200,65.54
22,200,34.16
10,200,26.07
19,200,50.74
18,200,27.24
23,200,50.0
17,200,61.5
23,200,95.69
17,200,108.25
2,200,50.38
23,200,242.54
20,200,25.42
22,200,23.16
7,200,104.81
11,200,19.14
10,200,54.92
9,404,52.79
10,200,53.66
9,200,110.8
2,404,81.95
21,200,53.34
10,200,76.45
5,404,86.6
22,200,368.08
12,200,141.26
13,200,76.91
8,200,45.52
16,200,131.01
18,200,120.45
18,200,64.97
18,200,108.05
19,200,140.78
22,200,90.51
8,200,61.6
10,200,43.58
17,200,103.76
23,200,140.03
14,200,99.17
21,200,130.97
8,200,22.34
2,200,34.28
18,200,30.54
11,200,42.18
18,200,2.17
21,200,194.32
20,200,117.51
9,404,214.38
15,200,140.22
21,200,180.71
20,200,139.97
8,404,14.82
14,200,8.44
7,200,63.31
4,200,74.88
21,200,72.71
4,200,44.28
11,200,43.1
18,200,46.96
12,200,18.79
15,200,47.68
1,404,139.71
22,200,41.28
10,200,112.33
12,200,188.69
11,200,107.98
8,200,40.83
5,200,210.49
11,200,70.03
19,200,13.42
18,200,78.8
9,404,13.1
5,500,74.93
11,200,64.24
17,200,55.74
8,200,70.26
20,200,97.95
20,200,94.78
18,200,49.07
19,200,19.58
1,200,40.96
6,200,181.25
18,500,122.83
9,200,59.36
13,200,32.58
15,404,11.24
20,200,35.42
20,200,220.5
3,200,70.86
8,200,49.57
6,200,5.45
18,200,50.6
2,200,126.74
10,200,41.39
10,200,50.07
19,200,24.56
18,200,176.03
13,200,85.04
6,200,38.04
16,200,122.5
19,200,29.35
15,200,19.04
22,200,19.68
10,200,52.74
10,200,58.64
13,200,101.98
18,200,18.24
11,200,61.76
11,200,31.44
12,200,60.12
4,200,59.12
9,200,36.58
0,404,156.16
15,200,92.77
14,200,70.3
20,200,114.68
6,200,93.27
1,200,48.38
23,200,94.43
4,200,139.33
8,404,86.21
20,200,38.82
18,404,4.23
17,200,115.13
14,200,65.31
7,200,44.24
5,200,124.45
2,200,49.55
11,200,172.03
23,200,199.01
7,200,213.11
4,200,110.57
17,200,15.75
13,200,55.21
4,200,132.09
18,200,123.51
23,200,147.75
15,500,47.55
0,200,30.94
22,200,185.71
21,200,172.09
10,200,60.74
6,200,67.41
16,200,33.32
14,200,98.97
6,200,70.91
10,404,85.33
22,200,119.16
9,200,40.38
8,200,111.68
3,200,33.19
4,200,25.66
6,200,28.24
22,200,147.72
12,200,270.93
0,200,28.89
22,200,81.22
21,200,92.29
8,200,101.69
6,200,126.78
20,200,53.44
8,200,15.94
6,404,33.43
17,200,105.31
11,200,69.3
23,200,71.67
22,200,52.66
19,200,46.91
13,200,42.28
10,200,100.41
22,200,78.11
5,200,65.73
15,200,57.65
22,200,117.24
6,200,175.76
0,200,130.4
18,200,16.55
3,200,56.24
6,200,48.13
20,200,45.9
15,200,32.5
21,200,48.64
12,200,103.72
1,200,130.53
23,200,75.38
5,404,81.59
19,404,91.16
10,200,46.05
4,200,58.45
11,200,13.5
4,500,76.34
0,200,62.22
17,200,9.06
17,200,14.1
2,200,194.73
16,200,78.81
16,200,137.36
18,200,27.79
15,200,39.99
13,200,79.19
5,200,59.29
12,200,42.66
12,200,24.1
13,404,53.57
17,200,102.54
22,200,5.34
11,200,64.97
15,200,215.89
22,404,37.9
15,200,47.6
6,200,45.08
8,200,57.19
2,200,2.64
19,200,72.52
23,200,120.11
15,200,72.9
2,200,183.27
11,200,57.18
7,200,49.38
21,200,66.79
13,200,81.12
1,200,50.03
17,200,9.23
4,200,42.64
17,200,93.65
9,200,98.28
9,200,18.0
1,200,24.4
18,200,67.21
16,200,29.8
12,200,68.42
8,200,97.25
0,200,152.7
20,200,66.2
14,200,71.96
11,200,159.93
0,200,9.2
22,200,49.98
5,200,112.41
3,200,33.14
15,200,141.42
0,200,47.8
21,404,22.5
21,200,23.16
18,200,60.61
4,200,142.87
16,200,49.57
21,200,22.91
2,404,48.38
19,200,176.81
20,200,26.65
9,200,114.38
16,200,153.64
14,200,150.54
10,200,34.4
1,200,22.51
0,200,172.13
11,200,22.07
10,200,116.49
10,404,197.33
16,200,47.4
2,200,112.2
0,200,127.42
7,200,137.78
6,200,93.41
23,200,65.58
11,200,21.96
5,200,76.09
15,200,69.35
0,404,18.58
1,200,40.91
3,200,82.76
12,200,102.57
15,200,34.58
22,200,148.94
4,200,36.3
10,500,41.39
9,404,141.84
5,200,52.14
7,200,98.2
16,200,67.18
16,200,29.24
15,404,128.5
7,200,68.53
1,200,55.74
16,200,91.91
7,200,46.02
17,200,134.24
22,200,52.74
16,200,36.8
8,200,48.57
11,200,52.86
22,200,74.49
8,200,142.93
22,200,71.4
18,200,26.46
1,200,183.27
9,200,116.61
3,200,27.59
8,200,112.02
8,404,67.56
17,404,4.88
5,200,89.58
13,404,36.34
3,200,187.66
11,200,111.15
9,404,29.68
7,200,99.12
11,200,173.01
23,200,24.39
7,200,29.15
18,200,45.63
0,200,103.28
5,200,99.06
8,200,60.47
11,200,78.96
8,200,86.45
21,200,44.89
8,200,58.22
15,200,28.35
22,200,83.43
10,200,16.34
1,200,119.62
12,200,184.54
14,200,58.14
10,200,47.04
19,200,44.45
1,200,27.56
0,200,246.19
16,200,54.95
22,404,130.44
17,200,45.93
14,200,95.09
12,200,110.9
21,200,111.51
22,200,145.06
14,200,57.25
12,200,236.03
9,200,226.77
5,500,184.88
13,200,20.66
8,200,82.06
13,200,106.41
4,200,44.88
8,200,10.19
5,200,81.56
1,200,44.73
13,200,9.73
22,200,123.89
6,200,14.45
6,200,49.72
9,200,115.93
17,404,149.6
14,200,31.78
1,200,153.04
19,200,16.63
2,200,89.51
23,404,30.94
17,200,23.77
9,200,62.55
12,200,89.92
9,200,26.14
12,200,118.08
22,200,19.77
19,404,34.54
4,200,32.9
23,200,104.18
6,200,112.93
10,200,66.87
14,200,104.86
20,200,53.5
19,200,157.91
13,200,65.32
19,200,15.33
8,200,93.73
7,200,92.17
1,500,56.32
9,200,19.33
12,200,47.34
7,200,82.28
16,200,58.9
21,200,37.71
3,200,128.38
8,200,30.34
1,200,100.42
17,200,125.23
7,200,162.39
10,200,73.22
21,200,65.96
21,200,29.45
11,200,48.95
7,200,36.73
22,200,85.64
10,200,32.4
7,200,89.15
17,200,20.2
16,200,81.73
12,200,87.19
18,200,69.33
18,200,132.37
0,200,75.59
8,200,44.14
0,200,65.72
6,200,77.26
19,200,32.37
22,200,176.46
4,200,152.28
16,200,23.28
3,200,142.43
2,404,226.79
21,200,69.16
23,200,68.96
16,404,67.17
12,200,51.13
17,404,40.94
11,404,191.16
19,200,58.34
12,200,119.79
19,200,18.93
3,200,36.99
11,200,59.56
3,200,1.54
10,200,127.02
0,200,20.5
1,200,59.44
14,200,26.9
21,200,12.53
17,404,159.48
18,200,32.12
12,200,61.54
18,200,107.89
21,200,32.87
14,200,40.36
3,200,152.43
5,200,60.72
5,200,84.88
18,200,75.6
6,200,46.07
9,200,70.64
3,200,107.27
13,200,6.84
4,200,11.12
13,200,100.49
14,200,68.47
8,200,82.88
16,200,69.2
12,200,7.21
2,200,114.39
1,200,32.08
18,200,59.51
7,404,146.06
13,200,125.01
23,200,42.93
11,200,57.51
12,200,53.42
5,200,101.28
20,200,60.15
3,200,42.94
23,200,9.91
6,200,130.78
6,200,43.89
7,200,85.09
12,200,75.32
9,200,126.78
3,200,26.69
21,200,118.26
19,200,51.95
14,200,66.82
20,404,67.94
9,200,127.85
5,200,19.05
1,200,120.56
22,200,68.85
1,200,116.49
7,200,53.77
23,200,68.74
6,200,33.75
20,200,66.18
19,200,47.93
4,200,171.74
19,200,36.99
7,200,5.88
6,404,87.35
15,200,33.15
18,200,40.64
15,200,67.31
4,200,23.05
23,200,93.14
13,200,112.28
15,200,45.9
2,200,105.44
3,200,22.57
10,200,60.82
5,200,148.09
21,200,53.04
13,200,65.25
20,200,39.56
10,200,110.32
21,200,77.15
14,200,86.73
18,200,223.81
20,200,89.13
2,200,41.0
7,200,17.28
23,200,97.08
21,200,113.14
5,200,56.51
5,200,59.03
22,200,73.23
5,200,18.18
4,200,129.98
7,200,94.13
15,200,77.55
12,404,69.66
0,200,31.95
9,200,40.03
5,200,104.05
3,200,27.08
17,200,46.26
5,200,35.39
1,200,90.65
16,200,48.34
14,200,120.33
16,200,197.49
11,200,35.79
13,200,41.1
19,200,136.44
4,200,233.89
4,200,179.65
2,404,66.12
10,200,51.82
7,200,68.62
15,200,44.94
15,200,15.9
0,200,177.71
12,200,84.66
22,200,29.8
11,200,5.28
0,200,63.74
20,200,182.34
9,200,97.65
18,200,22.41
0,200,89.5
6,200,105.07
23,200,40.53
7,200,84.17
12,200,218.16
18,200,190.44
16,200,164.69
21,200,31.84
5,200,168.61
14,200,115.88
2,404,194.55
2,200,121.65
6,200,207.33
0,200,95.81
16,200,35.09
18,200,22.35
18,200,90.67
9,200,14.77
23,200,39.54
4,200,152.84
11,200,58.64
5,200,188.7
17,200,17.68
1,200,154.65
0,200,155.46
7,200,68.81
8,200,47.84
18,200,46.33
23,200,43.83
1,200,54.67
1,200,78.65
12,200,61.71
16,200,183.2
2,404,38.35
5,200,11.0
12,200,79.81
5,200,95.76
13,200,84.31
2,200,15.4
8,200,93.46
13,200,22.16
9,200,60.74
4,200,93.45
17,200,38.35
13,200,39.02
1,200,23.58
16,200,135.51
17,200,82.99
1,404,53.16
15,200,142.65
6,200,51.67
4,200,88.27
23,200,298.31
10,200,95.72
21,200,86.55
0,200,20.95
8,200,183.73
8,404,13.67
2,200,24.25
2,200,63.39
8,200,37.24
6,200,39.21
4,200,73.77
18,200,20.33
8,200,52.05
10,200,46.51
5,200,109.62
9,200,36.29
19,200,15.99
8,200,61.91
0,200,101.12
1,404,32.55
20,200,62.84
21,200,76.93
3,200,54.24
2,200,137.99
8,200,206.24
13,200,46.16
13,200,85.39
4,200,92.96
5,200,226.96
9,200,188.28
23,200,63.93
12,200,87.53
23,404,63.23
8,200,114.27
20,200,57.75
14,200,179.27
4,404,229.72
17,200,115.21
5,200,13.89
13,404,11.22
11,200,79.11
11,200,92.18
8,200,115.35
1,200,83.9
6,200,55.99
10,200,104.11
16,200,54.74
20,200,24.49
8,404,132.83
7,200,127.6
10,200,177.34
6,200,120.83
22,200,120.97
18,200,49.28
23,200,139.71
23,200,52.64
15,200,137.79
6,200,39.22
6,200,20.54
4,200,127.92
8,200,77.19
2,200,239.63
23,200,132.7
13,500,16.57
8,200,4.36
9,200,133.32
4,200,57.74
10,200,85.97
2,200,57.81
12,200,215.62
17,200,40.79
13,404,82.35
21,200,106.32
2,200,157.04
6,200,84.13
13,200,19.81
23,200,102.93
22,404,110.03
16,200,37.85
13,200,93.03
6,200,34.4
11,404,84.5
3,200,12.11
2,200,283.63
2,200,35.14
20,200,76.27
3,200,69.88
6,200,63.28
2,200,116.27
19,200,45.77
23,200,18.73
5,200,30.55
21,200,87.53
15,200,57.91
5,200,199.0
4,200,22.35
16,200,63.74
1,404,19.29
11,200,35.23
2,200,74.91
0,200,35.22
1,200,53.28
6,200,26.11
6,200,67.94
6,200,55.17
18,200,78.9
22,200,161.33
19,200,110.35
3,200,39.92
21,200,148.49
11,200,136.78
20,200,36.33
3,200,5.85
15,200,9.8
19,200,110.92
10,200,88.1
22,200,81.64
23,200,59.67
3,200,53.11
2,200,19.45
17,200,124.9
19,200,49.27
8,200,87.68
2,200,88.53
12,200,71.33
4,200,88.41
8,200,34.94
11,200,65.76
19,200,34.87
0,200,153.23
6,200,12.48
9,200,205.9
0,200,12.98
17,200,268.28
2,200,99.03
13,200,90.2
12,200,156.95
12,200,169.28
6,404,56.85
10,200,140.56
8,200,31.61
23,200,40.32
12,200,62.88
6,200,233.35
11,200,119.5
16,200,15.68
18,200,35.38
6,200,223.96
8,200,60.38
12,200,8.06
22,200,36.11
9,200,8.45
12,200,31.77
6,200,57.68
9,200,160.15
14,200,98.9
10,200,72.55
11,200,4.75
11,200,35.2
11,200,169.69
15,200,29.8
23,200,133.56
12,404,8.99
2,200,139.37
4,200,164.47
16,200,17.92
15,200,93.73
1,404,61.94
10,200,79.09
3,500,55.58
9,200,94.37
15,404,53.49
16,200,63.21
10,200,43.28
20,200,151.24
21,200,47.51
17,404,17.81
17,404,33.44
4,200,12.41
3,200,44.97
7,200,95.16
10,200,135.31
18,200,36.54
3,200,84.15
1,200,30.46
14,200,216.83
3,200,138.29
8,200,86.93
20,200,44.21
9,200,102.08
1,200,127.79
4,200,114.92
12,200,130.02
17,200,159.74
20,200,8.47
2,200,80.81
23,200,51.01
11,200,52.44
5,200,38.14
19,200,95.59
10,200,16.85
0,200,91.9
8,200,97.42
17,200,106.59
11,200,100.98
18,200,89.83
4,200,45.18
7,200,57.89
4,200,133.22
4,200,50.0
1,200,45.2
4,200,145.08
10,404,164.76
18,500,22.53
21,404,31.76
21,500,213.45
22,200,81.68
14,200,40.41
19,200,62.81
9,200,125.2
19,200,23.89
16,200,189.03
12,200,122.45
23,200,14.19
7,500,134.5
5,200,33.56
5,200,13.43
3,200,40.07
22,200,117.69
18,200,51.84
4,200,31.75
15,200,68.47
23,200,64.06
2,200,30.72
15,200,67.45
12,200,120.16
7,200,55.67
18,200,192.31
9,500,86.58
2,200,33.14
3,200,148.91
14,200,75.71
22,200,110.38
4,200,161.83
4,200,61.82
7,200,111.09
11,404,45.63
20,200,49.37
15,200,55.07
9,200,31.87
12,200,35.82
13,200,156.7
9,200,35.31
7,200,86.93
17,200,39.7
23,200,45.75
6,200,26.46
4,200,124.32
1,200,14.29
1,200,81.23
14,200,23.18
5,200,6.37
21,200,34.49
9,200,65.18
0,200,104.73
22,200,183.9
7,200,32.83
10,200,28.05
11,200,56.87
18,200,28.4
11,200,93.58
1,200,115.82
18,200,124.72
0,200,68.77
4,200,65.74
14,200,19.45
16,200,24.67
19,200,51.45
7,200,101.95
11,200,17.26
17,200,127.1
12,404,87.57
21,200,79.2
0,200,70.65
10,200,55.95
7,200,97.0
17,200,44.88
0,200,59.45
4,200,70.19
19,200,14.01
5,200,73.62
22,200,35.4
17,200,6.76
20,200,109.62
3,200,54.09
21,200,54.26
12,200,11.14
20,200,165.77
6,200,97.81
15,200,46.24
10,404,25.1
5,200,65.75
11,200,98.49
15,200,35.98
22,200,50.27
13,200,34.4
14,200,169.99
1,200,31.0
7,500,24.86
6,200,70.23
3,200,38.35
13,200,12.76
20,200,158.24
17,200,22.01
14,404,51.64
12,200,108.51
18,200,205.53
5,200,87.52
17,200,101.19
0,200,45.55
16,200,104.83
20,200,273.54
15,404,145.14
18,200,75.08
11,200,27.86
14,200,24.82
6,200,7.41
7,200,92.75
15,200,51.18
13,200,96.89
23,404,78.37
4,200,76.26
3,200,134.84
2,200,9.82
12,404,33.24
20,200,106.31
19,200,140.43
3,200,107.14
16,200,80.43
19,200,56.12
19,404,152.8
2,200,88.43
3,200,26.58
14,200,35.75
10,200,54.55
23,200,73.52
8,200,46.08
22,200,57.84
7,200,32.34
22,200,114.55
18,500,39.76
21,200,94.5
22,200,38.41
9,200,109.44
13,200,105.8
23,200,0.89
19,200,19.52
23,200,66.49
1,200,14.16
1,404,144.45
13,200,24.43
5,200,83.95
18,404,63.96
10,200,40.17
7,200,138.96
8,200,149.05
0,200,90.86
19,200,105.51
10,200,144.7
13,200,101.96
23,200,42.11
21,200,33.54
7,200,36.78
14,200,83.04
3,200,179.7
13,200,57.56
6,200,184.43
22,200,122.23
14,200,25.7
13,200,32.3
3,200,75.43
6,200,33.31
8,200,148.84
15,200,26.85
10,200,254.96
20,404,18.09
6,200,95.56
18,200,114.6
1,200,52.4
8,200,81.66
21,200,38.85
9,200,34.75
3,200,97.87
19,404,57.99
18,200,307.5
2,200,36.88
16,200,41.99
3,200,119.65
23,200,15.98
13,200,51.77
3,200,44.48
3,200,41.4
7,200,56.85
23,200,60.03
16,200,57.28
12,200,195.83
5,200,29.94
5,404,136.23
23,200,68.38
5,200,55.97
15,200,136.72
16,200,158.2
22,200,154.97
17,200,48.13
21,200,46.4
5,200,29.8
9,200,178.1
12,200,108.58
8,200,106.38
22,200,133.53
22,200,73.39
4,200,72.1
6,200,15.24
17,200,145.62
16,200,68.71
22,200,48.5
13,200,10.2
1,200,29.86
14,200,40.47
9,200,79.79
3,200,12.33
7,200,68.57
12,200,40.5
3,200,166.45
3,200,93.26
13,200,15.09
14,200,133.38
1,404,62.21
0,200,56.12
22,200,66.34
21,200,27.68
7,200,208.69
7,200,102.42
18,200,35.34
9,200,11.91
22,200,110.15
11,200,127.13
9,200,16.95
16,200,41.55
0,200,49.13
12,200,27.8
6,500,96.27
3,200,18.14
4,200,34.36
0,200,82.3
9,200,24.72
7,200,216.99
5,200,103.86
13,200,39.08
14,200,55.41
10,200,31.09
8,200,36.77
9,200,147.99
13,200,15.47
2,200,111.12
4,500,137.64
5,200,130.09
21,200,30.56
10,200,55.4
4,200,25.21
1,404,52.8
14,404,57.01
0,200,143.05
16,200,197.64
20,200,173.19
1,200,90.22
2,200,50.87
9,500,82.79
6,200,112.98
5,200,97.49
11,200,97.71
20,200,60.3
7,200,19.01
2,200,198.15
3,404,99.87
10,200,36.79
9,200,19.64
17,404,68.09
1,200,66.32
17,200,111.03
13,200,41.55
7,200,29.68
23,200,102.03
20,200,62.99
0,404,59.95
22,200,27.52
15,200,76.89
13,200,31.34
13,200,13.51
13,200,10.55
12,200,19.07
7,200,75.21
17,200,82.67
23,200,136.48
1,200,72.76
19,200,10.99
9,200,68.99
3,200,78.2
0,200,106.16
7,200,165.23
3,200,75.52
4,200,130.25
9,200,53.57
20,200,59.62
12,200,23.61
1,200,51.15
23,500,42.9
8,200,37.88
13,200,81.81
8,200,39.6
12,500,104.41
12,200,62.25
13,200,138.44
13,200,142.61
20,200,60.16
9,200,26.95
7,200,162.82
2,200,74.82
22,404,105.14
10,200,102.78
2,200,44.54
20,200,118.51
12,200,22.24
12,200,211.63
0,200,44.96
10,200,92.84
19,404,10.95
21,200,39.78
8,200,90.22
8,200,34.22
7,200,158.42
8,404,31.96
2,200,106.93
21,200,92.95
13,200,60.18
20,200,76.78
15,200,47.63
10,200,17.18
11,200,48.81
4,200,220.35
5,200,122.36
21,200,96.59
20,200,54.45
14,200,20.65
22,200,24.92
13,200,51.02
16,200,72.75
12,200,133.49
2,200,27.76
4,200,158.63
19,200,65.66
12,200,77.04
13,200,81.17
17,200,74.93
5,200,12.33
11,200,118.19
2,200,112.7
18,200,192.26
18,200,132.74
17,404,79.86
2,200,19.02
17,200,49.16
12,200,10.61
23,200,81.41
20,500,31.33
7,200,56.73
22,200,161.97
15,200,43.72
3,200,129.15
17,200,75.75
13,200,19.5
0,200,14.76
0,200,131.51
23,200,64.78
10,200,41.81
21,200,119.55
6,200,137.0
6,200,57.01
23,200,59.71
3,200,7.1
20,200,25.16
16,200,70.51
2,200,125.03
11,200,182.59
10,200,47.84
23,200,49.65
20,200,89.91
18,200,230.4
2,200,181.15
12,200,51.75
23,200,15.36
4,404,59.54
10,200,65.62
6,200,59.61
13,200,42.91
6,200,180.62
18,200,130.36
19,200,107.02
3,200,42.12
11,200,59.62
5,200,65.79
2,200,56.55
21,200,75.64
6,200,308.84
15,200,41.92
12,200,81.55
4,200,57.55
23,200,106.64
9,200,28.45
4,200,118.01
8,200,213.53
15,200,144.85
6,200,109.05
0,200,68.85
21,404,48.0
20,200,162.69
5,404,22.07
21,200,27.27
3,200,72.22
8,200,279.96
11,200,102.58
3,200,54.04
13,200,26.66
1,200,55.83
16,200,89.02
5,200,18.48
1,200,115.42
4,200,51.16
14,200,73.74
14,404,63.82
11,200,29.98
11,200,75.69
21,200,120.43
14,200,79.79
12,200,54.17
10,200,50.86
19,200,85.32
23,200,75.11
20,200,94.48
8,200,74.08
3,200,62.26
12,200,73.88
21,200,42.85
22,200,44.35
23,200,71.7
4,200,57.61
19,200,4.19
0,200,61.23
12,500,82.1
21,200,120.09
21,200,111.81
17,200,109.79
11,200,21.98
2,200,134.78
12,200,38.62
8,200,15.43
15,200,27.62
23,200,53.92
15,200,84.43
17,200,59.46
22,200,93.49
6,200,78.34
19,200,131.34
14,200,99.32
1,200,12.07
10,200,108.89
2,200,139.1
19,200,50.84
0,200,173.9
11,200,122.47
14,200,34.0
5,200,40.76
3,200,48.46
3,200,62.05
16,404,20.96
6,200,39.3
5,200,21.3
17,200,2.79
6,200,177.08
7,200,116.94
8,200,216.75
1,200,70.52
19,200,56.97
6,200,31.07
17,200,76.86
10,200,172.58
15,200,47.81
3,200,90.86
1,200,48.32
4,200,133.24
8,200,111.18
19,200,56.73
2,200,38.81
6,200,143.11
13,200,91.38
9,200,107.73
8,200,89.39
3,200,15.1
23,200,276.16
16,200,196.35
2,200,123.74
15,200,104.56
17,200,88.65
11,200,18.72
8,404,15.46
20,500,102.04
5,200,75.7
10,200,19.1
15,200,12.93
21,200,92.95
10,200,47.02
15,200,51.7
0,200,165.99
9,200,108.22
14,200,28.52
11,200,83.58
11,200,96.46
9,200,37.85
11,200,21.27
21,200,82.75
15,200,34.82
1,500,72.32
0,200,37.51
4,200,54.77
1,200,128.43
18,200,101.91
7,200,49.33
7,200,149.15
12,200,70.13
12,200,102.97
18,200,70.45
23,200,51.47
2,200,5.12
12,200,165.92
2,404,51.88
6,404,86.52
15,200,60.03
4,200,23.92
3,404,75.47
2,200,116.52
6,200,104.61
8,200,77.96
15,200,72.02
9,200,60.98
23,200,77.21
0,200,56.14
14,200,68.45
2,200,25.76
11,500,25.5
3,404,25.94
11,200,17.99
3,200,63.69
18,200,110.03
14,200,60.75
23,404,257.81
15,200,87.39
0,404,49.9
5,200,93.48
20,200,63.29
18,200,80.84
13,200,43.79
20,200,23.23
6,200,155.33
14,200,54.57
22,200,228.27
5,200,147.41
19,200,110.71
4,200,62.84
11,200,122.17
8,200,81.47
8,200,78.49
2,200,24.26
0,200,236.28
8,200,106.18
15,200,127.41
12,200,45.75
4,200,127.22
11,200,13.27
2,200,251.64
19,200,6.56
14,200,52.47
13,200,125.59
8,200,42.42
20,200,61.41
18,404,5.33
17,200,128.73
6,200,79.46
21,200,61.16
16,200,35.88
3,200,14.17
11,200,119.22
20,200,109.12
23,200,73.11
9,200,120.86
8,200,19.35
20,200,6.25
15,200,109.85
22,200,111.94
1,200,17.9
14,200,149.02
21,200,180.88
11,200,168.08
9,200,220.85
9,200,16.51
17,200,100.8
0,200,72.34
5,200,35.1
2,200,178.41
21,200,78.27
18,200,124.11
1,200,78.18
8,200,100.61
6,200,42.65
20,200,152.23
9,200,18.09
0,200,65.24
8,200,76.87
9,200,119.62
10,200,188.86
4,200,91.18
11,200,108.14
9,200,86.07
23,200,69.02
8,200,47.91
15,200,46.11
15,200,88.67
22,200,92.04
13,200,144.28
0,200,71.85
11,200,86.47
23,200,132.11
21,200,149.91
6,200,118.04
7,200,81.07
0,200,22.27
23,200,83.72
13,200,103.64
19,200,214.35
21,200,52.59
13,200,59.37
14,200,139.69
0,200,40.34
21,500,20.47
12,200,127.04
3,200,23.15
18,200,81.64
6,200,41.03
5,200,21.9
8,200,16.91
22,200,97.01
22,200,69.87
1,200,215.79
17,200,292.11
10,200,108.11
6,200,87.05
21,200,84.29
7,200,42.4
12,200,94.12
17,200,64.89
