income_right_skewed,height_symmetric,easy_exam_left_skewed
24831.1,149.41,93.51
19730.9,163.65,86.57
26688.1,161.3,85.93
15175.8,161.27,88.58
27463.1,171.12,94.19
3637.6,167.15,83.37
9875.3,168.02,91.16
23214.5,159.65,87.28
88737.0,168.39,68.89
92818.4,177.53,96.29
51801.4,175.68,95.19
96277.8,175.81,89.98
10374.6,154.1,93.74
42802.8,159.28,96.58
42766.4,164.92,91.81
10690.2,150.69,60.88
34112.6,175.2,88.43
30590.0,150.65,90.88
45042.8,172.07,89.8
13166.2,174.34,93.28
61152.2,166.0,93.42
54015.7,140.59,85.36
54579.5,177.0,89.18
43889.7,162.1,83.6
71927.0,164.6,89.86
14798.8,168.33,72.32
24284.1,161.31,75.9
33326.6,167.94,90.13
61625.3,157.68,76.26
21817.7,172.65,86.2
31177.6,177.38,80.98
1357.7,160.2,72.48
90301.8,177.23,83.01
42705.0,174.4,79.26
28682.9,159.04,89.6
186933.0,180.93,96.63
38265.5,174.2,94.45
152611.2,160.75,81.3
58499.7,163.7,75.63
23663.2,151.19,85.85
26210.0,173.33,77.91
21416.3,179.02,75.23
20041.9,171.02,86.36
43272.2,166.66,90.06
9716.1,152.69,87.65
32126.6,162.96,53.13
59353.0,160.92,84.31
45752.1,174.06,75.42
27307.2,184.33,70.6
29100.2,159.1,87.22
55763.2,178.58,99.43
33532.9,167.82,92.34
13050.5,168.28,92.46
78140.4,174.1,85.91
8704.7,166.35,90.75
43643.7,165.75,97.42
50387.2,158.27,91.86
14499.0,160.41,83.92
31488.5,166.57,88.84
28156.8,168.98,85.25
6616.7,181.43,79.05
60122.3,156.98,94.6
27264.8,171.06,85.44
27235.6,166.35,96.34
59991.9,164.17,95.2
26571.1,156.13,96.06
45255.5,162.4,77.03
32876.3,164.81,88.79
18087.2,172.88,97.49
21955.7,161.48,85.32
7687.0,177.86,73.85
39491.7,166.43,86.83
69036.0,174.66,93.68
198870.5,160.97,92.93
28524.9,163.29,95.28
131207.7,154.84,90.62
58900.9,158.69,98.44
18149.0,158.98,86.1
11939.3,166.39,79.94
78835.8,166.47,88.26
116630.6,154.79,96.51
25674.6,158.87,95.01
27847.7,162.73,80.1
3197.1,175.36,94.36
38303.3,148.78,83.86
28803.0,155.97,91.47
21618.3,162.39,66.06
44850.5,153.54,79.79
57073.2,181.39,91.25
31082.1,166.48,81.5
40534.1,164.66,81.39
5033.8,179.88,95.05
23437.5,171.82,99.02
33184.6,156.44,89.63
15246.6,157.17,90.5
16077.8,168.09,94.47
21820.9,168.12,90.73
38270.8,162.99,88.92
16361.4,170.48,81.14
27876.8,166.36,94.28
9306.1,156.45,95.98
127063.3,165.88,90.9
31912.2,161.17,80.92
120609.0,164.85,98.18
51474.3,153.94,93.18
11101.5,180.01,91.88
26895.6,168.74,92.61
24732.2,147.41,82.2
67251.5,164.56,82.24
20963.0,174.72,63.67
42804.7,169.53,97.23
85188.8,159.53,97.25
57481.4,160.45,80.5
18632.4,175.1,85.99
59595.8,181.16,81.21
59440.8,157.92,87.08
34011.2,161.68,85.1
54497.8,167.7,84.52
20435.1,161.92,86.58
125366.7,168.13,86.49
76820.6,158.09,98.62
25188.3,160.85,95.28
18374.8,164.11,94.09
53842.2,166.04,93.56
52985.0,178.34,81.23
13606.5,168.57,92.32
13118.1,164.19,89.53
36622.7,181.54,81.19
75272.3,145.95,94.49
10790.4,166.35,91.85
35479.4,147.16,95.02
15985.6,161.56,95.99
98609.6,173.25,79.38
96021.2,169.73,94.41
25692.7,172.65,82.05
135760.9,174.75,98.83
16136.8,170.3,86.4
31294.4,162.03,84.77
66123.7,169.88,95.92
5498.4,164.39,89.86
65596.8,158.52,82.23
70315.7,153.7,97.4
15607.8,168.14,89.44
30044.9,156.36,98.48
18988.4,156.16,88.19
107939.9,166.07,97.34
54955.2,162.74,82.77
25850.0,171.89,82.84
22094.9,161.97,90.58
20927.2,159.77,88.26
82454.8,172.16,88.83
54959.1,165.37,93.2
10514.0,162.04,82.33
48343.3,189.33,87.08
17293.0,160.6,79.9
10180.6,166.05,92.66
22071.8,147.16,92.37
38560.1,168.29,91.25
21774.4,158.24,84.78
30180.3,167.28,79.92
15287.9,153.87,92.25
34356.5,156.58,61.07
21275.6,167.66,93.0
23593.9,167.8,95.55
19472.4,165.41,98.91
48297.2,157.67,93.71
16279.0,168.68,82.57
22506.0,158.45,82.41
79166.5,172.33,97.04
34878.5,171.85,94.26
36124.3,172.32,69.12
5504.9,162.56,95.64
30009.3,165.44,87.55
57067.6,147.73,92.35
46287.2,166.04,96.05
84506.3,161.98,74.95
21854.0,172.86,72.33
33017.0,172.96,94.46
35250.6,170.69,91.85
2270.0,162.21,77.86
49814.9,176.88,86.21
8325.5,160.58,93.64
46584.2,171.96,87.17
9411.7,183.2,93.89
25924.0,150.13,82.56
23956.2,175.08,78.85
37920.5,160.52,96.5
12202.9,161.32,81.32
44069.9,163.88,94.83
40093.5,161.65,95.6
39716.3,175.43,79.85
20436.8,179.33,88.87
26265.4,153.83,80.6
44189.6,162.47,87.65
29746.2,176.1,82.3
47201.0,158.71,96.65
26529.2,154.04,86.48
94427.0,155.82,85.52
112358.1,164.77,81.4
29538.6,163.17,97.3
12352.6,165.74,83.72
24799.4,149.41,94.28
60139.2,160.78,95.08
16233.9,167.67,92.36
35671.5,168.9,93.06
20467.6,167.99,96.7
59245.4,158.13,92.76
30945.9,172.42,79.9
19489.2,164.65,97.32
46403.3,169.08,95.61
72365.8,156.47,70.37
34205.0,175.16,95.05
44559.0,168.21,82.11
45350.6,160.74,67.04
21361.1,163.0,87.8
25190.8,155.63,92.08
12226.1,162.71,86.95
26022.7,170.65,73.62
37446.0,171.36,83.4
23801.3,165.42,94.1
59349.4,150.81,94.02
67550.0,175.25,79.47
48637.1,167.45,91.75
22224.2,172.65,92.73
70589.4,175.33,93.67
61643.0,163.69,79.71
16657.3,169.47,94.18
34340.9,162.15,96.19
10334.9,156.58,93.04
3266.3,172.12,95.55
59293.6,159.3,96.95
43578.1,167.76,91.19
12453.9,172.12,97.12
15097.7,175.54,92.96
53686.9,164.05,90.71
42386.0,162.32,82.34
18380.1,173.42,93.67
31242.3,162.48,84.19
31215.7,173.91,77.35
19884.5,163.41,78.38
21807.5,161.52,87.15
12582.7,174.33,80.77
26328.2,153.31,83.96
34915.0,161.97,69.06
132558.4,146.54,94.96
23204.9,163.87,98.09
3802.0,169.84,93.73
108391.5,165.72,80.63
11369.1,171.61,94.75
40658.6,166.36,84.78
16477.0,163.17,81.17
21905.4,167.16,86.2
37206.9,156.01,83.79
68792.5,148.48,89.53
27851.1,152.61,88.2
48537.0,169.26,97.35
16865.9,174.12,85.38
32750.7,160.74,85.01
43114.7,156.67,73.97
40002.7,165.0,88.53
38941.5,163.44,92.34
22236.3,159.59,71.73
31646.4,156.22,82.26
38811.3,184.55,86.58
17378.1,176.23,91.42
10630.9,165.49,81.35
26593.7,180.86,94.91
15581.2,172.36,92.28
83686.0,165.72,83.41
17835.6,168.63,84.81
35501.0,160.01,95.45
25194.0,179.23,87.03
46128.1,158.26,96.4
71766.5,152.73,95.4
16790.1,159.94,93.84
63893.8,164.71,79.24
98262.5,158.25,93.07
8416.9,175.67,88.95
19073.7,159.73,79.33
61082.5,177.59,97.52
56158.6,170.77,66.71
22413.2,145.43,98.93
48640.0,178.87,95.99
34635.6,167.6,81.68
19643.3,159.71,94.85
81411.2,168.56,85.88
30927.5,159.05,91.41
28700.9,169.46,89.62
29616.0,168.86,88.48
54423.7,150.1,85.71
10671.2,158.81,78.93
14356.2,173.39,89.32
57883.3,173.39,85.76
29096.2,189.87,95.01
134275.5,159.3,77.08
39969.9,171.34,82.98
62925.3,162.64,96.33
33867.8,164.19,91.8
50038.5,160.2,94.62
21751.9,164.6,95.98
16185.4,168.16,96.28
104988.2,175.6,85.31
83419.5,169.09,84.21
56487.1,160.03,89.58
30266.8,160.92,84.89
19763.3,165.49,69.84
8636.2,166.43,92.51
50811.5,155.13,93.56
50936.1,158.18,98.64
40538.5,177.43,90.56
37408.8,161.17,86.58
20657.8,159.66,82.9
98478.4,164.47,82.66
17142.2,162.59,84.41
53542.3,176.16,92.86
53025.2,176.6,95.48
49020.5,166.13,79.47
61160.6,169.33,98.55
14864.1,172.76,63.67
61088.9,161.88,76.89
31928.2,166.7,91.01
23092.6,157.67,83.47
36987.8,170.84,91.52
1039.3,165.87,72.8
60578.6,156.41,93.31
39248.0,163.25,95.68
17776.6,162.32,96.08
55582.4,158.19,95.51
21338.1,170.83,90.52
47325.7,167.89,91.19
23776.8,161.69,87.7
9106.4,168.64,90.92
28225.9,138.55,90.51
86942.6,167.18,96.31
54694.0,167.16,96.01
146944.9,165.63,86.74
38000.2,157.05,72.84
31500.8,170.14,73.53
86538.0,161.61,96.72
37822.6,169.32,94.05
17855.9,154.66,86.87
32786.2,169.68,88.35
58140.8,171.19,86.22
13583.6,147.45,92.33
63076.3,167.14,90.73
39270.1,162.8,88.53
7830.2,166.9,88.11
51198.2,158.16,98.81
35119.3,173.17,92.55
27316.5,165.91,92.24
28513.1,172.01,83.02
67380.1,159.41,94.39
70005.7,150.45,83.07
16816.0,159.64,70.28
67849.3,171.9,90.54
25718.0,160.77,76.93
45301.1,160.65,95.09
27033.0,169.27,87.69
10358.5,165.57,75.55
39481.1,166.36,92.26
29249.0,164.17,88.6
39419.6,158.01,86.45
38649.8,161.91,82.46
17677.2,156.08,84.14
30180.4,161.24,92.38
49122.6,163.62,79.41
31129.8,164.96,91.65
2551.0,168.9,95.67
1191.0,158.5,92.72
173065.7,153.71,90.34
120912.3,154.09,93.85
25660.1,156.61,95.27
18882.9,169.63,98.19
26806.1,150.67,87.49
84556.6,153.86,93.77
65202.4,162.74,54.74
6582.8,163.43,95.11
39544.6,155.59,94.54
22538.7,165.22,70.39
85231.0,161.92,79.63
11970.5,164.21,97.79
22777.8,156.41,88.84
17330.8,165.73,98.8
19590.9,160.59,98.16
21835.3,167.53,96.56
34647.1,157.96,95.74
39966.3,164.26,98.52
25170.2,168.97,84.2
49251.7,145.54,88.29
32100.1,158.26,77.22
3973.8,163.67,84.41
37208.5,174.38,93.67
9461.3,165.12,92.85
68967.0,174.7,82.0
45897.7,160.65,80.04
19520.9,156.77,97.93
16475.3,162.2,95.61
5141.8,167.47,95.2
43043.6,170.12,87.42
8318.5,170.55,85.34
42912.2,158.76,84.18
43275.3,170.11,92.82
49469.2,167.34,92.35
92407.2,158.07,89.55
59243.9,169.78,65.57
18320.6,171.1,80.28
69946.4,155.35,82.52
27972.4,165.06,92.68
45790.4,162.07,98.09
16514.3,138.57,86.97
46539.1,167.25,67.24
51037.4,152.07,89.67
91008.9,163.85,94.43
9651.3,154.01,82.64
47559.0,157.93,82.98
46754.6,163.29,80.45
34098.4,163.48,91.35
20903.9,163.56,95.4
17676.0,165.25,90.87
65611.0,160.36,79.29
56583.6,161.18,97.96
67425.6,166.73,86.04
29349.8,172.69,96.04
13075.1,163.86,86.5
41894.6,163.24,85.63
64609.5,165.57,87.22
50569.6,167.61,91.52
55433.3,156.76,89.75
58016.9,173.22,97.4
47001.5,159.95,92.39
67950.3,154.36,93.6
44555.6,179.34,92.01
15522.6,178.07,87.87
1031.1,156.59,91.48
5041.5,161.07,91.59
42633.7,165.33,71.72
28328.3,177.54,74.93
29727.3,182.39,98.22
29598.6,165.79,90.89
39091.1,171.5,91.02
7510.9,173.83,88.2
64357.9,170.22,95.49
24481.5,157.11,93.2
42697.6,164.8,90.96
39203.4,160.64,88.27
12819.7,168.05,92.88
17066.8,169.49,78.28
61001.5,159.28,63.59
13215.7,164.8,77.97
28982.5,161.81,98.22
64827.4,164.16,75.81
50931.5,178.28,97.15
55390.1,160.35,94.57
27448.8,172.6,81.34
39251.4,156.2,91.9
148761.7,157.12,87.36
17721.4,173.71,86.24
60223.7,167.27,91.71
49307.9,165.85,99.97
19393.9,159.01,92.88
158563.4,166.77,94.23
10815.1,152.72,80.51
14485.8,154.79,92.03
32832.1,173.7,95.9
48451.0,167.45,94.41
24669.6,163.98,81.38
33448.9,162.81,89.76
37898.3,179.55,97.31
32185.7,160.09,93.05
97901.5,168.68,99.0
6329.1,175.0,90.92
24169.9,180.38,93.95
36449.4,179.26,86.86
38318.1,158.17,93.18
35144.5,171.43,85.78
34928.9,173.12,95.22
17478.9,167.93,84.81
98164.4,166.27,85.7
52838.2,158.83,75.88
81844.0,174.47,76.48
64182.4,164.43,91.36
28705.1,158.34,90.37
36610.4,159.93,72.29
17963.4,161.89,92.27
16107.0,162.44,90.08
26974.5,177.81,87.74
5736.5,161.21,85.93
50514.3,157.22,92.8
103362.1,169.95,91.18
77211.1,166.16,93.85
18741.4,160.34,82.06
45493.8,152.73,83.85
20517.4,153.88,86.65
25434.4,165.28,65.89
25521.4,171.47,95.95
33876.1,175.05,86.01
12173.4,149.08,96.45
52142.8,157.96,93.94
61402.3,161.34,98.31
86320.0,165.53,98.82
34353.2,159.38,98.51
40807.9,170.28,87.11
19307.7,173.76,77.03
114615.0,172.74,78.27
51830.9,157.11,95.41
32798.6,176.95,78.81
22258.9,152.52,91.01
19325.0,156.13,98.47
42898.3,179.83,75.48
37236.4,160.29,87.51
11937.4,161.5,90.97
11012.9,163.15,78.38
20133.9,159.18,95.55
10879.0,184.09,66.44
29522.2,161.98,97.52
32802.1,173.23,84.3
3809.2,168.96,75.57
30550.0,163.45,89.7
13957.4,175.34,83.79
44992.5,167.13,86.33
51248.4,156.04,97.83
28441.2,176.7,92.06
16976.3,152.19,97.24
4773.9,169.29,91.71
96523.9,167.59,93.26
18903.3,167.42,85.04
49781.3,159.72,81.11
62994.3,160.72,77.99
36516.4,163.91,76.0
22351.5,159.24,90.26
33851.7,158.41,93.97
64402.1,171.18,63.22
25102.5,175.52,72.18
64646.6,157.83,86.05
54891.5,182.61,96.34
121162.1,167.24,91.93
57148.6,175.62,85.63
64632.4,150.38,96.36
31354.8,164.34,86.35
10166.2,160.37,91.74
4489.6,160.5,87.67
22647.5,158.43,95.99
41868.8,161.74,85.08
49129.6,161.74,84.14
32927.8,176.26,75.55
28553.6,165.73,78.2
58361.6,165.97,91.7
34499.7,170.92,62.64
23103.5,169.47,85.1
52058.8,175.69,78.94
5990.8,166.32,84.46
20685.3,157.59,94.24
56047.1,161.79,88.0
18954.5,174.46,94.3
53870.6,171.79,87.82
59026.0,168.17,90.4
61004.3,162.2,99.06
106079.3,149.18,99.09
9390.4,177.13,93.19
13553.1,167.98,93.6
31181.4,155.7,94.25
75020.6,153.67,93.55
51332.3,151.9,90.83
16603.3,161.79,95.03
61460.9,175.1,86.6
55513.3,157.8,95.36
21168.8,174.81,96.58
71430.8,161.26,68.29
23392.5,167.5,81.95
51313.4,162.98,93.44
37098.9,172.59,74.53
51161.9,160.17,78.48
11988.4,170.11,93.84
21858.2,171.63,88.93
43656.6,167.26,87.68
10748.7,171.19,88.5
127162.9,166.23,89.52
37254.7,158.24,91.34
28488.1,148.6,95.03
35760.0,164.65,95.12
35496.9,166.11,77.86
35750.5,182.97,79.31
59910.5,171.69,60.08
6182.5,152.19,91.05
39625.7,176.05,99.22
23303.9,161.72,96.97
55310.4,166.7,94.16
7862.8,165.55,87.92
32071.3,164.54,91.49
16223.0,165.97,87.38
24925.3,156.1,81.03
4539.4,166.98,91.74
7030.8,175.5,70.3
25547.4,151.7,95.87
5143.7,151.43,82.58
33778.0,168.06,91.28
39026.4,164.84,84.78
30708.0,167.7,92.37
10752.4,184.1,94.95
21419.1,162.34,96.95
35984.5,153.58,98.71
65006.8,150.0,95.98
59687.4,170.8,87.69
63066.8,149.65,84.01
63656.3,164.93,88.46
24883.2,174.07,93.89
142980.8,153.87,79.96
42886.8,172.36,84.87
37311.8,169.29,70.15
10343.4,174.98,82.32
31212.7,177.81,96.31
57311.0,161.48,95.01
96089.0,153.76,89.75
43178.5,174.03,95.46
92172.8,165.08,87.7
110124.7,158.69,56.5
10897.8,163.34,92.22
24375.1,171.7,93.49
25118.1,162.08,91.6
13615.0,171.29,93.43
107710.7,181.26,90.83
53765.7,165.87,80.24
12074.5,162.52,93.97
48486.5,166.24,86.2
25666.3,138.15,94.23
29513.1,180.51,87.68
13239.1,166.36,64.38
51812.9,176.57,93.64
32407.9,165.86,88.91
18552.3,156.17,92.17
77859.5,161.03,86.0
17815.5,173.16,91.08
15095.8,165.33,95.73
68310.6,162.38,76.0
28312.9,170.98,89.8
26583.0,160.75,94.06
64917.5,169.06,99.35
32380.3,160.66,95.28
2759.1,186.04,82.54
43087.6,156.34,94.13
32420.0,158.98,96.29
30658.5,168.31,48.16
65192.2,162.55,79.5
44409.1,163.84,61.16
8234.5,169.32,76.69
10660.5,157.75,90.49
18216.3,166.41,85.86
29009.0,183.69,81.85
73193.8,163.48,87.25
13591.4,155.94,90.16
43293.7,163.63,90.59
49012.8,149.09,75.23
13609.6,169.53,92.55
56417.6,156.8,85.05
68061.4,152.04,85.63
62403.1,146.16,97.01
60463.3,166.78,89.8
29390.4,162.63,96.87
57502.9,161.04,93.84
9882.7,175.18,83.48
17597.9,161.45,91.62
14566.7,186.4,87.98
6089.1,161.05,67.45
67444.5,164.36,72.41
117714.0,165.86,86.11
3229.5,167.85,77.58
38541.7,164.05,94.47
49715.7,163.3,88.21
67670.8,162.07,84.78
24428.5,170.48,89.95
44539.8,164.8,87.94
59255.3,165.84,85.95
28354.8,157.68,92.28
19833.1,160.83,74.32
38575.3,166.8,95.35
43618.4,165.42,72.33
6802.7,172.58,76.81
3668.3,183.17,53.72
19845.9,152.44,91.47
51325.9,169.23,83.62
19314.7,157.57,95.82
44765.2,159.8,89.32
60054.7,168.5,86.0
22422.4,162.51,93.82
22488.5,166.63,88.94
40217.2,165.17,98.18
3209.6,155.25,88.49
37668.7,161.61,93.55
66151.5,151.6,96.13
59972.3,160.83,86.61
39597.4,173.0,91.95
48803.2,168.86,95.83
31263.4,148.26,87.4
27165.7,167.5,96.89
97428.7,158.19,73.76
59424.1,171.64,99.31
58591.0,151.04,99.15
21599.2,154.49,86.71
42311.3,171.16,94.82
24338.5,169.16,86.01
16462.3,162.98,97.53
7514.7,176.17,76.01
47328.8,167.57,92.35
140383.7,163.96,85.19
111535.7,170.48,87.52
36863.1,176.75,94.02
6500.6,175.93,88.74
20457.1,159.71,76.83
10690.2,173.19,99.34
33426.1,169.84,92.76
8490.1,167.84,73.87
7036.1,158.11,76.84
30899.8,179.57,91.85
50149.0,156.73,98.99
52290.6,165.12,75.31
105377.9,175.78,93.85
80458.1,183.28,93.38
14172.7,143.98,56.06
177950.4,176.36,95.47
36691.9,171.47,76.99
26512.8,165.78,97.63
998.9,171.41,91.76
63894.5,156.86,97.37
22865.5,160.81,86.06
7660.7,164.63,80.78
68545.4,167.65,94.73
27760.6,169.64,95.15
17303.9,168.13,91.64
20784.4,172.76,88.3
58012.5,167.24,71.87
4041.0,178.31,89.1
62133.3,167.69,65.63
49725.6,177.74,84.46
67266.7,168.28,87.88
31978.7,172.21,91.51
56274.6,162.38,93.76
39124.3,161.73,92.64
43138.3,164.66,87.07
680.2,168.86,90.81
51844.8,177.95,95.66
80307.7,152.07,97.08
114237.5,186.62,86.52
10592.0,161.63,80.37
28289.9,162.56,84.07
18972.1,172.11,97.72
30543.6,169.1,90.82
51566.7,179.39,78.36
10369.4,162.26,89.21
7878.8,179.57,83.24
41755.8,162.47,95.89
16691.8,169.3,78.95
9302.8,148.99,90.09
18171.6,178.42,95.51
17886.4,162.09,81.79
58505.5,179.02,97.28
18023.5,167.09,95.91
14680.8,169.18,94.49
30031.5,167.48,92.71
28416.4,154.38,93.95
10330.4,164.27,93.92
40374.2,154.1,91.2
16006.4,160.56,94.84
59804.8,166.6,90.46
32944.4,159.84,95.02
8741.2,162.3,61.96
23757.1,175.64,84.55
16522.5,165.39,66.8
17470.7,166.46,89.48
52049.6,172.45,86.06
49346.2,159.38,98.25
60560.6,169.03,87.45
29062.9,163.0,88.37
41800.8,161.61,80.24
61179.9,158.68,95.73
134574.8,151.04,84.59
21425.6,166.29,86.38
51964.4,169.37,88.73
18890.8,158.42,91.38
17811.9,156.95,71.05
58658.0,152.82,77.37
23549.8,182.59,75.83
9244.6,164.32,95.46
27692.7,159.19,84.09
4348.4,152.99,69.67
4705.5,174.83,85.43
42155.1,164.72,71.72
26942.7,162.54,86.65
27154.8,160.47,78.7
15603.0,162.82,87.83
38297.3,157.87,82.2
22448.6,160.97,86.18
35194.0,179.46,91.63
13674.1,157.5,92.0
20861.2,168.98,83.16
28376.1,167.73,94.13
58607.8,166.42,74.86
19145.2,180.44,87.17
51094.4,177.61,81.28
76488.1,172.93,90.04
23387.2,170.42,91.06
122654.6,166.3,82.29
71546.0,168.46,93.42
59462.4,170.5,96.85
80097.9,166.66,93.33
36596.6,154.63,96.47
18658.8,154.39,94.33
43382.0,178.0,79.12
9298.0,168.63,78.38
48990.4,168.07,95.02
46875.0,166.74,85.68
25539.7,173.12,91.76
68158.5,176.36,72.38
15528.1,154.9,98.37
31104.5,169.67,84.84
32926.8,186.11,84.81
84561.3,173.77,87.54
33464.3,169.27,91.07
47982.5,171.4,92.15
103945.8,156.36,87.54
49159.8,153.87,92.01
51239.2,160.03,88.98
21843.8,156.35,90.87
28743.8,171.46,99.24
46809.0,174.5,91.52
63075.7,166.81,91.03
67354.8,171.72,87.3
6092.6,172.39,95.47
74042.6,155.07,79.43
105459.5,173.8,70.45
7721.5,180.32,74.8
19969.3,165.48,92.32
41918.2,172.82,87.76
14849.6,164.09,94.23
56425.0,165.99,75.71
54014.3,152.72,91.58
43287.2,148.38,75.27
38985.2,149.96,93.64
12265.1,171.64,96.55
62451.8,171.19,82.62
75175.3,169.12,79.3
43834.4,165.09,89.87
59726.4,151.54,96.96
77870.7,160.55,92.13
37491.1,166.01,84.65
26472.6,157.77,88.59
30204.8,159.33,96.56
82140.0,178.21,94.93
16920.1,168.9,97.43
72595.6,172.97,91.11
20465.1,152.92,73.02
35141.4,164.27,86.32
7377.1,136.2,98.2
69160.7,173.37,89.71
17605.5,161.0,72.34
